#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1               1.5935               1.5935                    0
           2               1.6794              1.63645            0.0303702
           3               1.5347              1.60253            0.0343049
           4               1.5899              1.59937            0.0258737
           5                1.304               1.5403             0.056748
           6               1.8633              1.59413            0.0682009
           7               0.9957              1.50864            0.0983964
           8               1.4308              1.49891            0.0865767
           9               1.7707              1.52911            0.0820549
          10               1.8744              1.56364            0.0807884
          11               1.7011              1.57614            0.0744042
          12               1.7654              1.59191            0.0698555
          13               1.2078              1.56236            0.0704541
          14               1.6171              1.56627            0.0655301
          15               1.4331              1.55739            0.0617599
          16               1.6565              1.56359            0.0582097
          17                1.477              1.55849             0.055008
          18               1.6788              1.56518            0.0523564
          19               1.8095              1.57804            0.0511556
          20                1.623              1.58028            0.0486472
          21               1.4805              1.57553            0.0465622
          22               1.6133              1.57725            0.0444773
          23               1.6645              1.58104             0.042705
          24               1.7287               1.5872            0.0413664
          25               1.5182              1.58444            0.0398037
          26                1.815               1.5933            0.0392482
          27               1.7704              1.59986            0.0383387
          28               1.6174              1.60049            0.0369746
          29                1.859               1.6094            0.0367585
          30               1.8761              1.61829            0.0365924
          31               1.5856              1.61724            0.0354272
          32               1.6113              1.61705            0.0343206
          33               1.4013              1.61052            0.0338976
          34               1.6255              1.61096            0.0329034
          35               1.3713              1.60411            0.0326681
          36               1.2579              1.59449            0.0331459
          37                1.606               1.5948            0.0322515
          38               1.8367              1.60117            0.0320249
          39               1.3222              1.59402            0.0319926
          40               1.5991              1.59414             0.031193
