#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              82.3688              82.3688                    0
           2              79.5299              80.9493              1.00371
           3              78.8005              80.2331             0.888701
           4              80.5587              80.3145             0.670244
           5              80.5677              80.3651             0.538106
           6               78.123              79.9914             0.563426
           7              80.9912              80.1343             0.500713
           8              81.4934              80.3042             0.466056
           9               81.871              80.4782             0.445603
          10              80.4322              80.4736             0.401067
          11              77.9481               80.244             0.425276
          12              81.1068              80.3159             0.395866
          13              80.0841              80.2981             0.365816
          14              80.7474              80.3302             0.341091
          15              77.9096              80.1688             0.354477
          16              80.7049              80.2023             0.333902
          17              79.7126              80.1735             0.315501
          18              79.7141               80.148             0.299004
          19              80.8924              80.1872             0.285822
          20              82.0657              80.2811             0.286548
          21              82.0344              80.3646             0.284807
          22              82.3358              80.4542             0.285607
          23               82.261              80.5328             0.283788
          24              82.6801              80.6222             0.285719
          25              79.8167                80.59             0.276101
          26              79.9785              80.5665             0.266482
          27              80.5592              80.5662             0.256612
          28              81.8878              80.6134             0.251751
          29              81.5481              80.6456             0.245125
          30              81.7176              80.6814             0.239544
          31              78.9034               80.624             0.238584
          32              77.3485              80.5217             0.252132
          33              80.1731              80.5111             0.244713
          34              79.9499              80.4946             0.238072
          35              78.8554              80.4478             0.235831
          36              80.0833              80.4376             0.229497
          37              80.6335              80.4429             0.223356
          38              80.0339              80.4322             0.217737
          39              79.7612               80.415             0.212833
          40              82.2752              80.4615             0.212532
