#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.495068            -0.495068                    0
           2            -0.494348            -0.494708          0.000254558
           3            -0.494192            -0.494536          0.000220279
           4            -0.497432             -0.49526          0.000648403
           5             -0.49586             -0.49538           0.00052971
           6            -0.493104            -0.495001          0.000561041
           7            -0.497324            -0.495333          0.000570685
           8            -0.495552             -0.49536          0.000500008
           9            -0.495004             -0.49532          0.000446013
          10            -0.493904            -0.495179          0.000423307
          11            -0.494468            -0.495114          0.000389725
          12             -0.49484            -0.495091          0.000357917
          13            -0.493916            -0.495001          0.000341613
          14            -0.495744            -0.495054          0.000321309
          15            -0.493252            -0.494934          0.000321563
          16            -0.496304             -0.49502           0.00031266
          17            -0.496144            -0.495086          0.000301184
          18            -0.494544            -0.495056          0.000285951
          19              -0.4962            -0.495116          0.000277172
          20            -0.494124            -0.495066          0.000267713
          21            -0.494888            -0.495058          0.000255099
          22            -0.495948            -0.495098          0.000246693
          23            -0.494416            -0.495069          0.000237743
          24            -0.494996            -0.495066          0.000227856
          25            -0.493676             -0.49501          0.000225419
          26            -0.495656            -0.495035          0.000218114
          27            -0.493328            -0.494972          0.000219005
          28             -0.49638            -0.495022          0.000216883
          29            -0.496288            -0.495066          0.000213754
          30            -0.492648            -0.494985          0.000221298
          31            -0.497464            -0.495065          0.000228151
          32            -0.494724            -0.495054           0.00022127
          33            -0.497348            -0.495124          0.000225218
          34            -0.493584            -0.495078            0.0002231
          35            -0.494152            -0.495052          0.000218291
          36            -0.495752            -0.495071          0.000213091
          37             -0.49608            -0.495099          0.000209068
          38            -0.494728            -0.495089          0.000203794
          39            -0.496228            -0.495118           0.00020065
          40            -0.494596            -0.495105          0.000196058
