#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1               12.275               12.275                    0
           2              11.7083              11.9917             0.200345
           3              12.0787              12.0207             0.135647
           4              12.7937              12.2139             0.195855
           5              12.5907              12.2893             0.170562
           6              12.0079              12.2424             0.148443
           7              11.3922              12.1209             0.169799
           8              11.4633              12.0387             0.167291
           9              12.4674              12.0864             0.155337
          10              12.5236              12.1301             0.145828
          11              12.3254              12.1478             0.133648
          12              11.2773              12.0753             0.140829
          13              12.7033              12.1236             0.138033
          14              11.7844              12.0994             0.130284
          15              13.7631              12.2103             0.162073
          16              12.4732              12.2267             0.152774
          17              11.5191              12.1851             0.149351
          18              12.9955              12.2301             0.147683
          19              12.6154              12.2504             0.141296
          20              11.5922              12.2175              0.13801
          21              11.6312              12.1896             0.134232
          22              11.8129              12.1725             0.129218
          23              10.6454              12.1061             0.139618
          24              12.9508              12.1413             0.138166
          25              11.3858               12.111             0.135904
          26              11.7347              12.0966             0.131445
          27              12.6625              12.1175             0.128238
          28              11.7865              12.1057             0.124201
          29              12.1459              12.1071             0.119926
          30               13.021              12.1376             0.119736
