#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              22.1916              22.1916                    0
           2              22.1515              22.1716            0.0141739
           3              21.9461              22.0964            0.0620825
           4              22.2026               22.123            0.0519254
           5              21.9667              22.0917            0.0500668
           6              22.0867              22.0909            0.0417293
           7              22.1113              22.0938              0.03587
           8              21.9605              22.0771            0.0350454
           9              22.0606              22.0753            0.0311994
          10              21.7544              22.0432            0.0414148
          11              22.4353              22.0789            0.0507222
          12              21.7013              22.0474            0.0553995
          13              21.5914              22.0123            0.0612434
          14              21.8162              21.9983            0.0584492
          15                21.64              21.9744            0.0592326
          16              21.4522              21.9418            0.0638927
          17              22.0029              21.9454            0.0602353
          18              22.1357               21.956            0.0578088
          19              21.9046              21.9533            0.0548294
          20              21.9944              21.9553            0.0521264
          21              22.0893              21.9617            0.0500331
          22              22.0685              21.9666            0.0479938
          23              22.3114              21.9815            0.0481926
          24              22.1683              21.9893            0.0468085
          25              22.0046              21.9899            0.0449401
          26              21.8848              21.9859            0.0433932
          27              22.0887              21.9897            0.0419527
          28              22.2931              22.0005            0.0418303
          29              22.0689              22.0029            0.0404543
          30              22.4109              22.0165            0.0413284
