#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              643.394              643.394                    0
           2              632.301              637.848              3.92212
           3              608.288              627.994              8.45943
           4              637.453              630.359              6.66691
           5              627.091              629.705              5.36547
           6              639.669              631.366               4.7212
           7              626.588              630.683              4.09578
           8              645.173              632.495               3.9641
           9              637.014              632.997              3.55531
          10              613.166              631.014              3.71186
          11              642.052              632.017              3.50745
          12               613.53              630.477              3.53737
          13              607.532              628.712              3.67933
          14              628.201              628.675               3.4167
          15              627.233              628.579              3.19027
          16              624.624              628.332              3.00044
          17              632.456              628.574              2.83374
          18              630.867              628.702              2.67917
          19              620.344              628.262              2.57402
          20              621.615               627.93              2.46668
          21              636.507              628.338              2.38279
          22              662.352              629.884              2.73038
          23              630.972              629.931              2.61208
          24              619.868              629.512              2.53667
          25              616.425              628.989              2.48863
          26              625.963              628.872              2.39563
          27              626.055              628.768              2.30918
          28              614.671              628.264              2.28093
          29               605.27              627.472              2.33604
          30              646.625               628.11              2.34379
