#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              2498.38              2498.38                    0
           2              2275.06              2386.72              78.9557
           3              2298.14              2357.19              57.8944
           4              2298.23              2342.45              45.2582
           5              2167.78              2307.52              47.8248
           6               2584.4              2353.67              57.9907
           7              2678.28              2400.04              65.6811
           8              2227.21              2378.44              60.9203
           9              2808.13              2426.18               70.417
          10              2473.34              2430.89              63.5331
          11              2240.53              2413.59              60.0682
          12              2482.65              2419.34              55.3375
          13              2870.61              2454.06              61.0043
          14              2306.54              2443.52              57.5497
          15              2881.79              2472.74              60.6784
          16              2598.73              2480.61              57.3947
          17              2856.09               2502.7              58.1132
          18              2641.99              2510.44              55.3976
          19              2346.99              2501.84              53.1457
          20              2671.16               2510.3              51.1583
          21              2302.58              2500.41              49.6692
          22              2518.34              2501.22              47.4182
          23              2829.81              2515.51              47.4599
          24              2369.79              2509.44              45.8691
          25              2666.87              2515.74              44.4645
          26              2550.86              2517.09              42.7748
          27               2612.3              2520.61              41.3357
          28              2113.17              2506.06              42.3433
          29              2282.17              2498.34              41.5811
          30              2377.75              2494.32              40.3889
          31              2368.86              2490.28              39.2882
          32              2691.11              2496.55              38.5585
          33              2706.92              2502.93              37.9134
          34              2270.18              2496.08              37.4112
          35              2648.59              2500.44              36.5951
          36              2428.52              2498.44              35.6331
          37              2914.43              2509.68              36.4005
          38               2564.6              2511.13              35.4713
          39              2318.69              2506.19              34.9033
          40              2704.44              2511.15              34.3808
