#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              21.9891              21.9891                    0
           2              21.4698              21.7294             0.183584
           3              19.0617              20.8402             0.736311
           4              19.6513               20.543             0.609275
           5              20.1646              20.4673             0.492097
           6              20.9694               20.551             0.417134
           7              21.0148              20.6172             0.362769
           8              20.5441              20.6081             0.317538
           9              20.0573              20.5469             0.288094
          10              19.2974              20.4219             0.285096
          11              19.6687              20.3535             0.267277
          12              21.0821              20.4142             0.251806
          13              20.7802              20.4423             0.234005
          14              22.1254              20.5626             0.246243
          15              20.5476              20.5616             0.229829
          16              20.6096              20.5646             0.215484
          17              20.6847              20.5716             0.202924
          18                 20.6              20.5732             0.191657
          19              21.1295              20.6025             0.183793
          20               20.369              20.5908             0.174974
          21              20.9964              20.6101             0.167704
          22              21.4071              20.6463             0.163947
          23              20.2932               20.631             0.157536
          24              19.3647              20.5782             0.159563
          25              20.3193              20.5679             0.153516
          26              19.4639              20.5254             0.153371
          27              20.8738              20.5383             0.148233
          28               19.911              20.5159             0.144622
          29              19.1641              20.4693             0.146956
          30              20.1259              20.4578             0.142503
          31              20.5404              20.4605             0.137931
          32              21.4528              20.4915             0.137062
          33                19.33              20.4563             0.137354
          34              19.9973              20.4428             0.133976
          35              19.6797               20.421              0.13191
          36              19.5135              20.3958             0.130633
          37               20.071               20.387             0.127397
          38              19.8472              20.3728             0.124834
          39              22.1263              20.4178             0.129477
          40              21.5355              20.4457             0.129219
