#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              36.1333              36.1333                    0
           2              38.3649              37.2491              0.78899
           3              39.3785              37.9589             0.782653
           4              37.5686              37.8613             0.593041
           5              40.1035              38.3098             0.621258
           6              34.5043              37.6755             0.776691
           7              43.4766              38.5042              1.01581
           8              37.5136              38.3804             0.896353
           9              38.5391               38.398             0.796932
          10              26.9515              37.2534               1.3014
          11              40.7591              37.5721              1.22149
          12              39.8515               37.762              1.13437
          13              37.6287              37.7518              1.04716
          14              37.2299              37.7145             0.973026
          15              43.2155              38.0812             0.974822
          16              38.7626              38.1238             0.914825
          17              37.7229              38.1002             0.861316
          18              36.0585              37.9868               0.8209
          19              38.9694              38.0385             0.779322
          20              40.6892              38.1711             0.751541
          21              38.3164               38.178             0.715785
          22              36.4346              38.0987             0.687622
          23              39.6356              38.1656             0.660964
          24              39.2736              38.2117             0.635034
          25              39.6392              38.2688             0.612195
          26              31.0748              37.9921             0.648168
          27              40.4916              38.0847             0.630738
          28              36.1918              38.0171             0.611824
          29              31.5371              37.7937              0.63021
          30              33.3797              37.6465             0.626143
          31              39.0409              37.6915             0.607558
          32               35.145              37.6119             0.593761
          33              29.7668              37.3742              0.62154
          34              35.0716              37.3065             0.606938
          35               39.398              37.3662             0.592531
          36              36.1577              37.3327             0.577022
          37              39.4077              37.3887             0.564146
          38              32.7619               37.267             0.562286
          39               35.305              37.2167             0.550114
          40              33.8292               37.132             0.542841
