#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1              -0.9414              -0.9414                    0
           2            -0.937796            -0.939598           0.00127421
           3             -0.94072            -0.939972          0.000902691
           4            -0.939288            -0.939801          0.000693026
           5            -0.934328            -0.938706           0.00112512
           6            -0.945596            -0.939855           0.00140636
           7            -0.948896            -0.941146           0.00169796
           8              -0.9367             -0.94059           0.00157405
           9            -0.949968            -0.941632           0.00170958
          10            -0.944152            -0.941884           0.00155708
          11            -0.936544            -0.941399           0.00148929
          12            -0.942408            -0.941483           0.00136755
          13            -0.951732            -0.942271           0.00147217
          14              -0.9392            -0.942052           0.00138327
          15            -0.952776            -0.942767           0.00146419
          16            -0.946016             -0.94297           0.00138669
          17            -0.949792            -0.943371           0.00136195
          18            -0.946988            -0.943572           0.00130102
          19            -0.940492             -0.94341           0.00124261
          20            -0.947556            -0.943617           0.00119764
          21             -0.93988            -0.943439           0.00115376
          22            -0.943576            -0.943446           0.00110133
          23             -0.95154            -0.943798           0.00110825
          24            -0.941664            -0.943709           0.00106563
          25            -0.948508            -0.943901           0.00104016
          26             -0.94528            -0.943954            0.0010015
          27             -0.94564            -0.944016          0.000966356
          28            -0.935644            -0.943717          0.000977007
          29            -0.939724            -0.943579          0.000952971
          30            -0.940292             -0.94347          0.000927484
          31             -0.94016            -0.943363           0.00090369
          32             -0.94676            -0.943469          0.000881662
          33            -0.948984            -0.943636          0.000870639
          34            -0.940196            -0.943535          0.000850891
          35            -0.948044            -0.943664          0.000836275
          36            -0.942252            -0.943625          0.000813965
          37            -0.953784            -0.943899          0.000836996
          38              -0.9468            -0.943976          0.000818443
          39            -0.937136              -0.9438          0.000816031
          40            -0.947336            -0.943889          0.000800403
