#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.658002            -0.658002                    0
           2            -0.657107            -0.657555          0.000316501
           3            -0.658032            -0.657714          0.000247769
           4            -0.657092            -0.657558          0.000229475
           5            -0.657504            -0.657548          0.000183838
           6             -0.65675            -0.657415          0.000195468
           7             -0.65679            -0.657325          0.000186775
           8             -0.65815            -0.657428          0.000189728
           9            -0.657235            -0.657407          0.000169858
          10            -0.656287            -0.657295          0.000186156
          11            -0.656542            -0.657227          0.000181369
          12            -0.656657            -0.657179          0.000172357
          13            -0.656913            -0.657159          0.000160312
          14            -0.655722            -0.657056          0.000178694
          15            -0.658563            -0.657156          0.000192974
          16            -0.658536            -0.657243          0.000199246
          17            -0.656627            -0.657206          0.000190787
          18            -0.656664            -0.657176          0.000182552
          19            -0.656171            -0.657123          0.000180447
          20            -0.657002            -0.657117          0.000171528
          21            -0.657072            -0.657115          0.000163373
          22            -0.658249            -0.657167          0.000163872
          23            -0.657373            -0.657176          0.000156991
          24            -0.657289             -0.65718          0.000150521
          25            -0.657566            -0.657196          0.000145286
          26             -0.65588            -0.657145          0.000148251
          27             -0.65629            -0.657114          0.000146102
          28            -0.657063            -0.657112          0.000140895
          29            -0.657546            -0.657127          0.000136831
          30            -0.657943            -0.657154           0.00013495
