#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              42.1558              42.1558                    0
           2              37.0492              39.6025              1.80545
           3              41.5025              40.2358              1.31001
           4              41.4621              40.5424              1.01775
           5              42.1094              40.8558             0.861099
           6              41.8446              41.0206             0.733183
           7              42.1619              41.1836             0.646316
           8              40.1446              41.0538             0.578429
           9              41.4706              41.1001             0.516011
          10              42.3189               41.222             0.478587
          11              39.5549              41.0704             0.458447
          12              42.1035              41.1565              0.42825
          13              42.3851               41.251             0.405601
          14               39.792              41.1468             0.389787
          15              40.2427              41.0865             0.368432
          16              42.1668               41.154             0.351537
          17              43.0755              41.2671             0.348557
          18              38.3905              41.1073             0.363988
          19              40.3429               41.067             0.347046
          20              40.5776              41.0426             0.330556
          21              42.2525              41.1002             0.319797
          22              41.5606              41.1211             0.305945
          23              39.5481              41.0527              0.30019
          24              42.5017              41.1131              0.29369
          25              39.7505              41.0586             0.286956
          26              38.5114              40.9606             0.292164
          27              40.3167              40.9368             0.282315
          28              41.4268              40.9543             0.272774
          29               40.115              40.9253             0.264899
          30              41.2863              40.9374             0.256342
