#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.959942            -0.959942                    0
           2            -0.961905            -0.960923          0.000694096
           3            -0.961143            -0.960997          0.000466589
           4            -0.959468            -0.960614          0.000481641
           5            -0.958892             -0.96027          0.000493355
           6            -0.959746            -0.960183          0.000418774
           7            -0.960018            -0.960159          0.000359606
           8             -0.95751            -0.959828          0.000441576
           9              -0.9621             -0.96008          0.000459035
          10            -0.961678             -0.96024          0.000440067
          11            -0.961229             -0.96033          0.000409134
          12             -0.96347            -0.960592          0.000450997
          13            -0.961987            -0.960699          0.000428889
          14            -0.960133            -0.960659          0.000400157
          15            -0.961364            -0.960706          0.000376233
          16            -0.961226            -0.960738          0.000354123
          17            -0.962343            -0.960833          0.000345649
          18            -0.962314            -0.960915          0.000336096
          19             -0.96071            -0.960904           0.00031858
          20            -0.959096            -0.960814          0.000315218
          21            -0.960153            -0.960782          0.000301774
          22            -0.960498            -0.960769          0.000288334
          23             -0.95965            -0.960721          0.000279872
          24            -0.960785            -0.960723          0.000268223
          25            -0.958313            -0.960627          0.000274278
          26            -0.960146            -0.960608           0.00026435
          27             -0.95671            -0.960464          0.000291327
          28            -0.959482            -0.960429          0.000283027
          29            -0.959702            -0.960404          0.000274374
          30             -0.95975            -0.960382          0.000266094
