#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              3188.07              3188.07                    0
           2              3287.26              3237.67              35.0675
           3              3265.14              3246.83              24.5453
           4              3159.58              3225.01              26.3768
           5              3132.37              3206.49              26.8309
           6              3177.32              3201.62              22.7952
           7              3179.36              3198.44              19.7594
           8                 3088              3184.64              21.5798
           9              3261.64              3193.19              20.8089
          10              3268.12              3200.69              20.0317
          11              3218.07              3202.27              18.2729
          12              3337.39              3213.53              19.9196
          13              3284.05              3218.95              19.1118
          14              3169.95              3215.45              18.0643
          15              3248.77              3217.67               16.996
          16              3250.71              3219.74              16.0587
          17              3299.35              3224.42              15.7821
          18              3267.11              3226.79              15.0825
          19              3215.39              3226.19              14.3006
          20              3138.36               3221.8              14.2439
          21              3213.75              3221.42              13.5708
          22              3232.87              3221.94              12.9639
          23              3156.03              3219.07               12.713
          24               3203.3              3218.42              12.2003
          25              3128.59              3214.82              12.2299
          26              3180.41               3213.5              11.8309
          27              3050.68              3207.47              12.8379
          28               3151.8              3205.48              12.5324
          29              3198.24              3205.23              12.1028
          30              3184.21              3204.53              11.7196
