#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1             -0.57698             -0.57698                    0
           2            -0.573764            -0.575372           0.00113703
           3            -0.575396             -0.57538          0.000758047
           4            -0.577412            -0.575888          0.000718874
           5            -0.576004            -0.575911          0.000575474
           6            -0.574544            -0.575683          0.000522732
           7              -0.5769            -0.575857          0.000476076
           8            -0.574984            -0.575748          0.000428895
           9            -0.572024            -0.575334          0.000545465
          10             -0.57694            -0.575495          0.000514011
          11            -0.575168            -0.575465          0.000468141
          12            -0.575076            -0.575433          0.000430251
          13             -0.57464            -0.575372          0.000401452
          14            -0.577064            -0.575493          0.000390551
          15            -0.574204            -0.575407          0.000373843
          16            -0.575768            -0.575429          0.000351159
          17            -0.575128            -0.575412           0.00033095
          18            -0.575896            -0.575438          0.000313656
          19            -0.574124            -0.575369          0.000304682
          20            -0.573924            -0.575297          0.000297894
          21            -0.575572             -0.57531          0.000283996
          22            -0.576212            -0.575351           0.00027403
          23            -0.575524            -0.575359          0.000262219
          24             -0.57518            -0.575351          0.000251399
          25            -0.574564             -0.57532          0.000243307
          26            -0.574792            -0.575299          0.000234794
          27            -0.573312            -0.575226          0.000237355
          28            -0.577968            -0.575324          0.000248262
          29             -0.57484            -0.575307          0.000240261
          30            -0.574676            -0.575286          0.000233172
          31            -0.576132            -0.575313          0.000227241
          32            -0.575328            -0.575314           0.00022014
          33            -0.574236            -0.575281          0.000215879
          34            -0.573172            -0.575219           0.00021826
          35            -0.574152            -0.575189          0.000214142
          36            -0.575544            -0.575198          0.000208421
          37            -0.576236            -0.575226          0.000204666
          38              -0.5761            -0.575249          0.000200567
          39            -0.576364            -0.575278           0.00019745
          40            -0.574776            -0.575266          0.000192912
