#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1                1.634                1.634                    0
           2               2.3428               1.9884             0.250599
           3               2.6519              2.20957              0.24601
           4               2.7986              2.35683             0.224292
           5               2.5411              2.39368             0.182436
           6               2.6343              2.43378             0.156376
           7               2.3198               2.4175             0.134881
           8               2.0475              2.37125             0.125701
           9               2.6787              2.40541             0.116283
          10               2.3251              2.39738             0.104932
          11               2.2198              2.38124            0.0966266
          12                2.588              2.39847            0.0900975
          13               2.8897              2.43625            0.0907457
          14               2.2064              2.41984            0.0857362
          15               2.5125              2.42601            0.0802427
          16               2.7353              2.44534            0.0775209
          17               2.5575              2.45194            0.0732411
          18               2.6227              2.46143            0.0697838
          19               2.6318              2.47039            0.0666846
          20               2.3501              2.46438             0.063621
          21               2.5572               2.4688            0.0607448
          22               2.3915              2.46529            0.0580852
          23               2.1151              2.45006            0.0575206
          24               1.7244              2.41982            0.0625681
          25               2.7422              2.43272            0.0613798
          26               2.4745              2.43433              0.05904
          27               2.3262              2.43032             0.056989
          28               2.9065              2.44733            0.0574352
          29               2.5006              2.44917             0.055484
          30               2.5366              2.45208             0.053711
          31               2.1059              2.44091            0.0531266
          32               2.5103              2.44308            0.0515106
          33               2.2875              2.43837             0.050165
          34               2.4744              2.43943            0.0487007
          35               2.2427              2.43381            0.0476326
          36               2.4115              2.43319            0.0463135
          37               2.5355              2.43595            0.0451442
          38               2.5571              2.43914            0.0440686
          39               2.3193              2.43607            0.0430457
          40               2.5557              2.43906            0.0420733
