#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.618282            -0.618282                    0
           2            -0.617958             -0.61812          0.000114268
           3            -0.618794            -0.618345          0.000198528
           4            -0.618543            -0.618394          0.000154984
           5             -0.61759            -0.618233          0.000189971
           6            -0.619114             -0.61838          0.000207366
           7            -0.617846            -0.618304           0.00019128
           8            -0.618535            -0.618333          0.000169546
           9            -0.618914            -0.618397          0.000162533
          10            -0.619594            -0.618517          0.000185152
          11            -0.618604            -0.618525          0.000168489
          12            -0.617901            -0.618473          0.000162273
          13            -0.617382            -0.618389           0.00017009
          14            -0.618952            -0.618429          0.000162627
          15             -0.61867            -0.618445          0.000152574
          16            -0.617629            -0.618394          0.000151328
          17            -0.617549            -0.618344          0.000150374
          18            -0.618966            -0.618379          0.000145926
          19            -0.617799            -0.618348            0.0001414
          20            -0.617315            -0.618297          0.000143456
          21            -0.617849            -0.618275          0.000138201
          22            -0.618169            -0.618271          0.000132004
          23            -0.617449            -0.618235          0.000131011
          24            -0.617697            -0.618212          0.000127456
          25            -0.618761            -0.618234          0.000124231
          26            -0.618103            -0.618229          0.000119555
          27            -0.617631            -0.618207          0.000117161
          28            -0.618468            -0.618216          0.000113347
          29            -0.618062            -0.618211          0.000109564
          30            -0.618062            -0.618206          0.000106025
