#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              3.19884              3.19884                    0
           2              3.06446              3.13165            0.0475105
           3              2.82068              3.02799            0.0903679
           4              2.86902              2.98825            0.0760146
           5              2.86848               2.9643            0.0644756
           6              3.04804              2.97825            0.0552197
           7              3.16988              3.00563            0.0536897
           8              3.15844              3.02473            0.0502617
           9              2.88832              3.00957            0.0469067
          10              2.69138              2.97775            0.0518981
          11              3.05016              2.98434            0.0475957
          12              2.68256              2.95919            0.0498322
          13              2.78074              2.94546            0.0478522
          14               3.1488              2.95999            0.0465863
          15               2.7893              2.94861            0.0448487
          16              2.95256              2.94885            0.0420463
          17              3.16648              2.96166            0.0414761
          18              2.91818              2.95924            0.0392421
          19              2.99692              2.96122            0.0372268
          20              2.75678                2.951            0.0367421
          21              2.97686              2.95223            0.0350131
          22              3.12794              2.96022            0.0343204
          23              3.03504              2.96347            0.0329821
          24              3.19716              2.97321            0.0330138
          25              3.41528              2.99089            0.0361198
          26              3.11894              2.99582            0.0350647
          27              2.75864              2.98703             0.034849
          28              3.19732              2.99454            0.0344041
          29              2.98924              2.99436            0.0332182
          30              2.74252              2.98597            0.0331547
