#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              16.0235              16.0235                    0
           2              16.0131              16.0183           0.00368795
           3              16.0849              16.0405            0.0182894
           4              16.0309              16.0381            0.0138735
           5              16.1035              16.0512            0.0161315
           6              16.1121              16.0614            0.0163311
           7               16.186              16.0792            0.0216295
           8              15.9894              16.0679            0.0216413
           9              16.0852              16.0699            0.0193212
          10              16.1165              16.0745            0.0179423
          11              16.0308              16.0705            0.0167455
          12              16.2218              16.0831            0.0195239
          13              16.1249              16.0864            0.0182848
          14               16.091              16.0867            0.0169817
          15              16.1329              16.0898             0.016127
          16              15.9284              16.0797            0.0179983
          17              16.2065              16.0871            0.0184204
          18              16.0081              16.0828            0.0179131
          19              16.1658              16.0871            0.0174956
          20              16.1477              16.0902            0.0168807
          21              16.0682              16.0891            0.0161092
          22              16.0609              16.0878            0.0154281
          23              16.2941              16.0968             0.017167
          24              16.1427              16.0987            0.0165579
          25              16.0195              16.0955            0.0161959
          26              16.1008              16.0957            0.0155743
          27              16.0581              16.0943            0.0150598
          28              15.9461               16.089            0.0154248
          29              16.1969              16.0928            0.0153351
          30              16.1414              16.0944            0.0149092
