#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              3.39528              3.39528                    0
           2                3.267              3.33114            0.0453538
           3              2.87628              3.17952             0.127436
           4              3.12284              3.16535            0.0963617
           5              3.04292              3.14086              0.08014
           6              3.22928               3.1556            0.0681247
           7              3.46904              3.20038            0.0716118
           8              3.35396              3.21958            0.0651829
           9              2.98416              3.19342            0.0629703
          10              2.85506              3.15958            0.0651324
          11              3.29876              3.17223            0.0604278
          12              2.93372              3.15236            0.0585699
          13              2.98284              3.13932            0.0554971
          14              3.29954              3.15076            0.0526998
          15              2.93038              3.13607            0.0511936
          16               3.1957               3.1398            0.0481294
          17              3.44648              3.15784            0.0485617
          18               3.2195              3.16126            0.0459845
          19              3.29352              3.16822            0.0440879
          20              2.99952              3.15979            0.0426829
          21              3.19272              3.16136            0.0406791
          22               3.2509              3.16543            0.0390332
          23              3.17772              3.16596            0.0373397
          24              3.35734              3.17394            0.0366255
          25              3.69452              3.19476            0.0406513
          26              3.36864              3.20145            0.0396341
          27              2.96518               3.1927            0.0391202
          28               3.5311              3.20478            0.0395459
          29              3.13224              3.20228            0.0382613
          30              2.98668              3.19509            0.0376548
