#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              16.4662              16.4662                    0
           2              16.5001              16.4831            0.0119745
           3              16.6236                16.53            0.0390636
           4              16.4719              16.5154            0.0318835
           5              16.5366              16.5197            0.0257856
           6              16.6725              16.5451            0.0316666
           7              16.6367              16.5582            0.0297213
           8              16.5103              16.5522            0.0266017
           9                16.51              16.5475            0.0240564
          10              16.6219               16.555            0.0227714
          11              16.5306              16.5528             0.020809
          12              16.6541              16.5612            0.0207179
          13              16.6235               16.566            0.0196706
          14              16.5686              16.5662            0.0182664
          15              16.5893              16.5677            0.0171135
          16              16.5045              16.5638            0.0164931
          17              16.7229              16.5731            0.0179842
          18              16.5305              16.5708            0.0171406
          19              16.7398              16.5797            0.0184033
          20              16.6409              16.5827            0.0177362
          21              16.5959              16.5834            0.0169027
          22              16.6346              16.5857             0.016294
          23              16.6948              16.5904            0.0162618
          24              16.6027              16.5909            0.0155922
          25              16.5697              16.5901            0.0149917
          26              16.6527              16.5925            0.0146075
          27              16.6367              16.5941            0.0141581
          28              16.4798              16.5901            0.0142291
          29               16.662              16.5925            0.0139531
          30              16.6033              16.5929            0.0134926
