#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.630383            -0.630383                    0
           2            -0.631144            -0.630764          0.000268983
           3            -0.631414             -0.63098          0.000251898
           4            -0.631074            -0.631004           0.00019002
           5            -0.629799            -0.630763           0.00026371
           6            -0.631818            -0.630939          0.000272183
           7            -0.630414            -0.630864          0.000243421
           8            -0.631299            -0.630918          0.000218994
           9            -0.631652               -0.631          0.000209289
          10            -0.631298             -0.63103          0.000190468
          11            -0.631296            -0.631054          0.000174687
          12            -0.630911            -0.631042          0.000160533
          13            -0.629801            -0.630946          0.000174274
          14            -0.631364            -0.630976          0.000164359
          15            -0.631561            -0.631015          0.000157954
          16            -0.630064            -0.630956          0.000158876
          17             -0.63059            -0.630934          0.000150977
          18            -0.631284            -0.630954          0.000143834
          19            -0.630021            -0.630905          0.000144402
          20            -0.630202            -0.630869          0.000141395
          21            -0.630275            -0.630841          0.000137464
          22            -0.630782            -0.630838          0.000131242
          23            -0.630242            -0.630813          0.000128069
          24            -0.630245            -0.630789          0.000124898
          25            -0.631494            -0.630817          0.000123042
          26            -0.630906             -0.63082          0.000118358
          27            -0.630462            -0.630807          0.000114715
          28            -0.630932            -0.630812          0.000110705
          29            -0.630303            -0.630794          0.000108267
          30            -0.630657             -0.63079          0.000104755
