#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.534416            -0.534416                    0
           2            -0.530392            -0.532404            0.0014227
           3            -0.532948            -0.532585          0.000959952
           4            -0.534076            -0.532958          0.000788992
           5            -0.532136            -0.532794          0.000648095
           6            -0.530224            -0.532365           0.00066673
           7            -0.533164            -0.532479          0.000581164
           8            -0.532408            -0.532471          0.000508587
           9            -0.529272            -0.532115          0.000562709
          10            -0.531336            -0.532037          0.000511803
          11             -0.53028            -0.531877          0.000489572
          12            -0.531508            -0.531847          0.000449741
          13            -0.531612            -0.531829          0.000415508
          14            -0.533484            -0.531947          0.000402301
          15            -0.531572            -0.531922          0.000376256
          16            -0.532784            -0.531976          0.000356578
          17            -0.533128            -0.532044          0.000341984
          18            -0.534612            -0.532186          0.000351496
          19            -0.534616            -0.532314          0.000355499
          20            -0.532708            -0.532334          0.000338269
          21            -0.531728            -0.532305          0.000323389
          22            -0.533144            -0.532343           0.00031093
          23              -0.5304            -0.532259          0.000308675
          24            -0.532524             -0.53227          0.000296012
          25            -0.531776             -0.53225          0.000284829
          26            -0.530972            -0.532201          0.000278083
          27            -0.529696            -0.532108          0.000282834
          28            -0.531868            -0.532099          0.000272863
          29              -0.5331            -0.532134          0.000265626
          30            -0.532176            -0.532135          0.000256776
          31            -0.532472            -0.532146          0.000248722
          32            -0.534024            -0.532205          0.000247776
          33            -0.533356             -0.53224           0.00024271
          34            -0.530756            -0.532196          0.000239463
          35            -0.532556            -0.532206          0.000232842
          36            -0.533432             -0.53224          0.000228849
          37            -0.532828            -0.532256          0.000223214
          38            -0.532188            -0.532255          0.000217348
          39            -0.533356            -0.532283          0.000213602
          40            -0.532624            -0.532291          0.000208432
