#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              96.7357              96.7357                    0
           2              96.9074              96.8215            0.0607095
           3               98.643              97.4287             0.497401
           4              98.7521              97.7595             0.470395
           5              98.9731              98.0023             0.434446
           6              95.9083              97.6533             0.482252
           7              92.9157              96.9765             0.750655
           8              96.6371              96.9341              0.65802
           9              94.3772                96.65              0.64332
          10              96.6725              96.6522             0.578992
          11              98.2434              96.7969             0.544127
          12              97.0806              96.8205             0.499297
          13              94.8452              96.6686             0.483458
          14              99.1984              96.8493             0.481514
          15              98.8441              96.9822             0.467416
          16              95.8646              96.9124             0.443392
          17              95.6309               96.837             0.423669
          18              100.592              97.0456             0.448558
          19              100.462              97.2254             0.459579
          20              98.2458              97.2764             0.439423
          21              96.9949               97.263             0.418702
          22              102.258              97.4901             0.457104
          23              96.4767               97.446             0.439349
          24              98.4613              97.4883             0.423074
          25              93.2387              97.3183             0.438974
          26               98.658              97.3699             0.425103
          27              96.1044               97.323             0.411935
          28              95.7284              97.2661              0.40114
          29              98.0147              97.2919             0.388137
          30              99.0947               97.352             0.379823
          31               94.703              97.2665              0.37706
          32              98.4898              97.3047              0.36721
          33              97.2144               97.302             0.356093
          34              99.1302              97.3558             0.349656
          35              96.4908              97.3311             0.340538
          36              97.0272              97.3226             0.331183
          37              95.6042              97.2762             0.325472
          38              96.4373              97.2541             0.317655
          39              98.1244              97.2764             0.310293
          40              94.6723              97.2113              0.30929
