#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1               2.1167               2.1167                    0
           2               1.8698              1.99325            0.0872923
           3               2.3408               2.1091             0.111059
           4               2.0175               2.0862            0.0856227
           5               1.6988              2.00872            0.0974398
           6               2.0625              2.01768            0.0816111
           7               1.7568              1.98041            0.0779993
           8               2.0068              1.98371            0.0683191
           9               2.1634              2.00368            0.0635785
          10               2.0512              2.00843            0.0573979
          11               1.9506              2.00317            0.0524202
          12               1.9516              1.99888            0.0482277
          13               1.9432              1.99459            0.0447076
          14               2.1548              2.00604            0.0429538
          15               1.9264              2.00073             0.040417
          16               2.2715              2.01765            0.0412822
          17               1.5936              1.99271            0.0457737
          18               1.8458              1.98454            0.0439522
          19               2.0958               1.9904            0.0420272
          20               1.8573              1.98375            0.0404493
          21               1.9805              1.98359            0.0385235
          22               1.7149              1.97138              0.03866
          23                2.285              1.98501            0.0393103
          24               2.0466              1.98758            0.0377561
          25               2.1505               1.9941            0.0368039
          26               1.7064              1.98303            0.0370145
          27               1.8318              1.97743            0.0360648
          28               1.7146              1.96804            0.0359777
          29               1.7372              1.96008            0.0356068
          30               1.9227              1.95884            0.0344417
          31               2.2666              1.96876             0.034732
          32               2.0737              1.97204            0.0338011
          33               2.4476              1.98645            0.0357169
          34               2.1659              1.99173            0.0350542
          35               1.8542               1.9878            0.0342722
          36               1.9771              1.98751            0.0333215
          37               2.0518              1.98924            0.0324662
          38               1.7381              1.98263            0.0322775
          39               2.0665              1.98478            0.0315214
          40               2.3085              1.99288            0.0317553
