#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              12.5331              12.5331                    0
           2              12.6329               12.583            0.0352945
           3              12.5507              12.5722            0.0251161
           4              12.4663              12.5457            0.0296769
           5               12.451              12.5268            0.0291652
           6              12.7222              12.5594            0.0384049
           7              12.5491              12.5579            0.0329465
           8               12.734              12.5799            0.0354234
           9              12.4786              12.5687             0.033229
          10              12.5195              12.5637            0.0302677
          11              12.6163              12.5685            0.0278909
          12              12.7713              12.5854            0.0302543
          13              12.7398              12.5973            0.0301684
          14              12.6781              12.6031            0.0285603
          15              12.6036              12.6031            0.0266563
          16               12.601               12.603            0.0249907
          17              12.4081              12.5915            0.0260172
          18              12.4725              12.5849             0.025398
          19              12.4614              12.5784            0.0248792
          20              12.6751              12.5832             0.024101
          21              12.7067              12.5891            0.0236595
          22              12.4861              12.5844            0.0230425
          23               12.573              12.5839             0.022046
          24              12.7841              12.5923            0.0226511
          25              12.3667              12.5832            0.0234735
          26              12.9731              12.5982            0.0269374
          27               12.428              12.5919             0.026667
          28              12.5388                12.59            0.0257821
          29              12.5974              12.5903            0.0248943
          30              12.7666              12.5962            0.0247487
          31              12.4658               12.592            0.0243052
          32              12.6941              12.5952            0.0237542
          33              12.5525              12.5939            0.0230695
          34              12.6399              12.5952            0.0224307
          35              12.7722              12.6003            0.0223523
          36              12.5578              12.5991            0.0217626
          37              12.6205              12.5997            0.0211821
          38              12.4056              12.5946            0.0212311
          39              12.7646              12.5989            0.0211297
          40              12.6074              12.5991            0.0206025
