#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1             -0.74673             -0.74673                    0
           2            -0.745654            -0.746192          0.000380706
           3            -0.746689            -0.746358          0.000287574
           4            -0.746618            -0.746423          0.000222905
           5            -0.745332            -0.746204          0.000264312
           6            -0.745432            -0.746076          0.000249655
           7            -0.745018            -0.745925          0.000255632
           8             -0.74587            -0.745918          0.000223768
           9            -0.745351            -0.745855          0.000207575
          10            -0.745659            -0.745835          0.000187738
          11            -0.745823            -0.745834          0.000170674
          12            -0.745387            -0.745797          0.000160466
          13            -0.744558            -0.745702          0.000174156
          14            -0.745789            -0.745708          0.000161828
          15            -0.746764            -0.745778          0.000165649
          16            -0.746006            -0.745793          0.000155908
          17            -0.746711            -0.745847          0.000155821
          18            -0.745295            -0.745816          0.000150145
          19            -0.744746             -0.74576           0.00015243
          20            -0.744014            -0.745672           0.00016794
          21            -0.745376            -0.745658          0.000160535
          22            -0.745076            -0.745632          0.000155404
          23            -0.745738            -0.745636          0.000148715
          24             -0.74459            -0.745593          0.000148778
          25             -0.74577              -0.7456          0.000142996
          26            -0.746083            -0.745618          0.000138699
          27            -0.746348            -0.745646          0.000136169
          28            -0.746637            -0.745681           0.00013583
          29            -0.745474            -0.745674          0.000131333
          30            -0.745835            -0.745679          0.000127065
