#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              329.306              329.306                    0
           2              324.056              326.681              1.85585
           3              328.822              327.395              1.36762
           4              330.664              328.212              1.24617
           5              329.945              328.559              1.04401
           6              327.032              328.304             0.900474
           7              337.019              329.549              1.38719
           8              331.753              329.825              1.24085
           9              329.377              329.775              1.10398
          10              321.763              328.974              1.25095
          11              342.424              330.197              1.62864
          12              325.447              329.801              1.54027
          13              328.862              329.728              1.42348
          14              334.385              330.061               1.3601
          15              329.266              330.008              1.27046
          16              329.214              329.958              1.19203
          17              331.237              330.034              1.12428
          18              331.951               330.14              1.06685
          19              334.931              330.392              1.04008
          20              323.057              330.026              1.05075
          21              333.477               330.19              1.01348
          22              323.828              329.901              1.00783
          23              332.512              330.014             0.970383
          24               331.37              330.071             0.931594
          25              341.542               330.53              1.00097
          26              326.521              330.375             0.974271
          27              330.433              330.378              0.93819
          28              334.102              330.511             0.914061
          29               330.32              330.504             0.882566
          30              338.483               330.77             0.892319
