#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              1496.38              1496.38                    0
           2              1585.24              1540.81              31.4174
           3              1465.87              1515.83              29.2357
           4              1402.01              1487.38              32.9867
           5              1568.02              1503.51              30.0755
           6              1587.47               1517.5              28.1307
           7                 1469              1510.57              24.9507
           8              1603.63               1522.2              24.3931
           9              1686.64              1540.47              27.6923
          10              1500.55              1536.48              25.2092
          11               1528.5              1535.76              22.9279
          12               1625.6              1543.24               22.206
          13              1354.43              1528.72              24.7966
          14              1319.46              1513.77              27.1591
          15              1729.39              1528.15              28.9034
          16              1587.55              1531.86              27.3344
          17              1407.38              1524.54              26.6892
          18              1588.75               1528.1              25.4438
          19              1687.07              1536.47              25.4431
          20              1655.12               1542.4               24.853
          21              1502.26              1540.49              23.7429
          22               1469.5              1537.27               22.882
          23               1430.6              1532.63              22.3521
          24              1526.99              1532.39               21.422
          25              1779.23              1542.27               22.727
          26              1590.81              1544.13              21.9294
          27              1653.12              1548.17              21.4855
          28              1516.26              1547.03              20.7484
          29              1578.37              1548.11               20.061
          30               1632.8              1550.93              19.5899
          31              1457.27              1547.91              19.1896
          32              1392.58              1543.06               19.194
          33              1593.79               1544.6              18.6739
          34              1546.99              1544.67              18.1248
          35              1528.33               1544.2              17.6129
          36              1453.78              1541.69              17.3018
          37              1598.78              1543.23              16.9029
          38              1641.45              1545.82              16.6545
          39              1579.56              1546.68                16.25
          40              1462.83              1544.58              15.9783
