#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1               28.908               28.908                    0
           2              24.3445              26.6262              1.61344
           3              26.5542              26.6022              1.07581
           4              25.9898              26.4491             0.817677
           5                 26.8              26.5193             0.657146
           6              27.5029              26.6832             0.567701
           7              27.9291              26.8612             0.513744
           8              26.4087              26.8047             0.452629
           9              22.1533              26.2878             0.631899
          10              22.6514              25.9242             0.665164
          11              23.1829               25.675             0.649703
          12              24.9115              25.6114             0.598668
          13              28.1647              25.8078             0.583948
          14              26.4986              25.8571             0.544318
          15              25.3745              25.8249              0.50898
          16              28.5262              25.9938             0.504393
          17              26.1482              26.0029             0.474804
          18              28.5773              26.1459             0.469474
          19               28.509              26.2703             0.460946
          20              27.6069              26.3371             0.442717
          21              25.6981              26.3067             0.422679
          22              23.0267              26.1576             0.428955
          23              28.1597              26.2446             0.419044
          24               25.912              26.2308             0.401813
          25               23.008              26.1018             0.405893
          26              29.1542              26.2192             0.406906
          27              27.5892                26.27             0.394986
          28              24.4508               26.205             0.386186
          29               24.427              26.1437             0.377704
          30              26.4157              26.1528             0.365223
          31              27.1407              26.1846             0.354829
          32              26.5146               26.195             0.343891
          33              34.8854              26.4583             0.422436
          34              25.3817              26.4266             0.411196
          35              28.2464              26.4786             0.402722
          36              24.8726               26.434             0.393998
          37               29.591              26.5193              0.39248
          38              26.2631              26.5126             0.382209
          39              28.9338              26.5747             0.377417
          40              25.7582              26.5543             0.368533
