#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              20.8098              20.8098                    0
           2              21.6258              21.2178             0.288503
           3              20.9606              21.1321             0.204681
           4               21.151              21.1368             0.153565
           5              22.2524              21.3599             0.234342
           6              22.5297              21.5549             0.264217
           7              21.7774              21.5867             0.228377
           8              21.3939              21.5626             0.201097
           9              22.3859              21.6541             0.198472
          10                21.54              21.6427             0.178952
          11              20.6971              21.5567             0.182162
          12              21.4224              21.5455             0.167325
          13              20.9588              21.5004             0.160425
          14              20.3951              21.4214             0.167268
          15              22.6692              21.5046             0.175588
          16              20.6284              21.4498             0.172942
          17              19.5625              21.3388             0.195177
          18                21.17              21.3294             0.184559
          19              21.4327              21.3349             0.174925
          20              23.6422              21.4502             0.200648
          21              20.8545              21.4219             0.193088
          22              20.5399              21.3818             0.188427
          23              21.2475               21.376             0.180325
          24              20.8266              21.3531             0.174258
          25              21.1438              21.3447             0.167489
          26              21.2928              21.3427             0.161059
          27              21.6624              21.3545             0.155528
          28              20.0752              21.3088             0.156541
          29              21.5485              21.3171             0.151361
          30              23.3601              21.3852             0.160908
          31              21.1498              21.3776             0.155897
          32              20.5558              21.3519             0.153126
          33              19.9595              21.3097              0.15419
          34               21.172              21.3057             0.149708
          35              20.7676              21.2903             0.146218
          36              20.8113               21.277             0.142761
          37              23.7064              21.3427              0.15326
          38              20.3014              21.3153             0.151656
          39              20.8379               21.303             0.148261
          40              22.3673              21.3296             0.146922
