#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              525.237              525.237                    0
           2              469.956              497.596              19.5447
           3              493.037              496.076              13.0888
           4              514.417              500.662              10.5893
           5              553.246              511.179               12.659
           6              529.374              514.211              10.9064
           7              491.439              510.958              9.82153
           8              537.229              514.242              9.12633
           9              551.884              518.424              9.01989
          10              511.091              517.691              8.14766
          11              516.587              517.591              7.40758
          12                515.5              517.416              6.79233
          13              444.837              511.833              8.25126
          14              548.214              514.432              8.06071
          15              506.608               513.91              7.54018
          16              539.439              515.506              7.23576
          17              536.155              516.721              6.91133
          18              482.881              514.841              6.77824
          19              554.179              516.911              6.73028
          20              415.213              511.826              8.08971
          21              514.247              511.941               7.7053
          22              520.786              512.343              7.36554
          23              472.855              510.627              7.24264
          24              454.334              508.281               7.3108
          25              552.768               510.06               7.2317
          26               541.28              511.261              7.05254
          27              504.801              511.022              6.79539
          28              547.937               512.34              6.67937
          29              488.848               511.53              6.49798
          30              537.771              512.405              6.33998
          31               521.75              512.706              6.14263
          32              537.239              513.473              5.99832
          33              506.905              513.274              5.81986
          34              549.401              514.337              5.74486
          35              554.627              515.488              5.69489
          36              501.702              515.105              5.54956
          37              555.002              516.183              5.50333
          38               498.58               515.72              5.37797
          39              487.958              515.008              5.28697
          40              560.017              516.133              5.27318
