#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.806716            -0.806716                    0
           2            -0.803404             -0.80506           0.00117097
           3            -0.805752            -0.805291          0.000803044
           4            -0.808872            -0.806186          0.000981815
           5            -0.808744            -0.806698          0.000909023
           6            -0.808068            -0.806926          0.000785689
           7            -0.805048            -0.806658          0.000717793
           8            -0.802748            -0.806169          0.000776825
           9            -0.807392            -0.806305          0.000702296
          10            -0.807712            -0.806446          0.000646009
          11            -0.806448            -0.806446          0.000587281
          12            -0.810096             -0.80675          0.000612068
          13            -0.804228            -0.806556          0.000594937
          14            -0.810872            -0.806864           0.00062725
          15            -0.807952            -0.806937           0.00058961
          16            -0.806912            -0.806935          0.000552762
          17             -0.80884            -0.807047           0.00053148
          18            -0.804408            -0.806901          0.000521788
          19            -0.808388            -0.806979          0.000500163
          20            -0.802116            -0.806736          0.000530977
          21            -0.807664             -0.80678          0.000507529
          22            -0.810992            -0.806971          0.000519316
          23             -0.80242            -0.806774          0.000533109
          24            -0.804024            -0.806659          0.000523062
          25            -0.807592            -0.806696          0.000503469
          26            -0.806092            -0.806673          0.000484641
          27             -0.80526            -0.806621          0.000469509
          28            -0.807648            -0.806657          0.000454172
          29             -0.80662            -0.806656          0.000438512
          30            -0.807296            -0.806677          0.000424414
          31            -0.810524            -0.806802          0.000428477
          32            -0.807944            -0.806837          0.000416572
          33            -0.805588            -0.806799          0.000405665
          34              -0.8053            -0.806755          0.000396124
          35            -0.806252            -0.806741          0.000385067
          36            -0.808508             -0.80679          0.000377486
          37            -0.807748            -0.806816          0.000368171
          38            -0.807836            -0.806843          0.000359459
          39              -0.8059            -0.806819          0.000351054
          40             -0.80604            -0.806799          0.000342817
