#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              22.0138              22.0138                    0
           2              20.9333              21.4735             0.382018
           3              21.7555              21.5675             0.265992
           4              22.7822              21.8712             0.330094
           5              22.0018              21.8973             0.265106
           6              21.4417              21.8214             0.231542
           7              20.8779              21.6866             0.234435
           8              21.7453               21.694             0.205246
           9              22.4217              21.7748             0.197729
          10               21.793              21.7766             0.177964
          11              21.4492              21.7469             0.164256
          12              21.3667              21.7152             0.153594
          13              21.4033              21.6912              0.14364
          14              22.1053              21.7208             0.136392
          15              21.8593                21.73             0.127611
          16              22.0554              21.7504             0.121245
          17              21.5609              21.7392             0.114624
          18              21.8681              21.7464              0.10848
          19              21.6731              21.7425             0.102839
          20              20.8056              21.6957              0.10784
          21              22.1131              21.7155             0.104521
          22              21.2837              21.6959             0.101597
          23              22.2503                21.72            0.0999978
          24              21.2447              21.7002            0.0977729
          25              22.1865              21.7197            0.0957775
          26              21.5911              21.7147            0.0922213
          27               22.402              21.7402            0.0922521
          28              21.4504              21.7298            0.0895362
          29              21.3523              21.7168            0.0873902
          30              21.3729              21.7053            0.0852259
          31              20.8734              21.6785            0.0865987
          32              21.9456              21.6869            0.0842937
          33              21.8153              21.6907            0.0818292
          34              22.1649              21.7047            0.0806019
          35              22.2464              21.7202            0.0797714
          36              21.4569              21.7129            0.0778899
          37              22.0012              21.7206            0.0761736
          38               21.775              21.7221            0.0741824
          39              20.7848               21.698            0.0760735
          40              21.9128              21.7034            0.0743609
