#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.772656            -0.772656                    0
           2            -0.772136            -0.772396          0.000183848
           3            -0.774868             -0.77322          0.000683866
           4            -0.774224            -0.773471          0.000557061
           5            -0.771332            -0.773043          0.000587378
           6            -0.774276            -0.773249          0.000524188
           7            -0.772776            -0.773181          0.000453632
           8            -0.770588            -0.772857          0.000499487
           9            -0.771936            -0.772755           0.00045435
          10            -0.775016            -0.772981          0.000461773
          11            -0.771164            -0.772816          0.000448359
          12            -0.774376            -0.772946          0.000429437
          13            -0.773768            -0.773009          0.000401035
          14            -0.769124            -0.772731          0.000458451
          15            -0.774864            -0.772874          0.000449392
          16            -0.773396            -0.772906          0.000422489
          17             -0.77188            -0.772846          0.000401927
          18            -0.770608            -0.772722          0.000398362
          19             -0.77226            -0.772697          0.000378136
          20            -0.772056            -0.772665          0.000360586
          21             -0.77304            -0.772683          0.000343857
          22            -0.772024            -0.772653          0.000329529
          23            -0.771072            -0.772584          0.000322292
          24             -0.77322            -0.772611           0.00030995
          25            -0.777076            -0.772789          0.000345198
          26            -0.773832             -0.77283          0.000334242
          27            -0.772184            -0.772806          0.000322716
          28            -0.774476            -0.772865          0.000316657
          29            -0.770724            -0.772791          0.000314228
          30            -0.773304            -0.772809          0.000304218
          31            -0.773384            -0.772827           0.00029497
          32            -0.776972            -0.772957          0.000312902
          33            -0.771688            -0.772918          0.000305773
          34            -0.771116            -0.772865          0.000301339
          35            -0.771396            -0.772823          0.000295638
          36            -0.771416            -0.772784          0.000289999
          37            -0.772652            -0.772781          0.000282183
          38             -0.77388            -0.772809          0.000276236
          39            -0.773532            -0.772828          0.000269774
          40            -0.771904            -0.772805          0.000264017
