#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              21.1965              21.1965                    0
           2              21.5039              21.3502             0.108681
           3              21.0469              21.2491              0.10983
           4              20.8153              21.1407             0.124921
           5              21.0549              21.1235             0.101106
           6              20.6367              21.0424             0.112177
           7              21.0197              21.0391            0.0961985
           8              20.8836              21.0197            0.0861158
           9              21.4575              21.0683            0.0892357
          10              21.1492              21.0764            0.0806773
          11              21.7687              21.1394            0.0947595
          12              21.0165              21.1291            0.0874142
          13              20.8405              21.1069            0.0834609
          14              21.2247              21.1153            0.0779221
          15              21.1392              21.1169            0.0727435
          16              21.3524              21.1316            0.0696698
          17              21.6821               21.164            0.0727081
          18              22.1339              21.2179            0.0863559
          19               20.847              21.1984            0.0839882
          20              21.3217              21.2045            0.0800147
          21              20.8363               21.187            0.0781022
          22              21.0334                21.18            0.0748635
          23              21.5707               21.197            0.0735101
          24              20.8281              21.1816            0.0720366
          25              21.4516              21.1924            0.0699599
          26              21.2359              21.1941             0.067289
          27               21.354                 21.2            0.0650568
          28              21.1751              21.1991            0.0627394
          29              21.5173              21.2101            0.0615276
          30               21.272              21.2122            0.0595112
          31              21.3575              21.2169            0.0577758
          32              21.2972              21.2194            0.0560248
          33              21.5928              21.2307            0.0554581
          34              21.2365              21.2309            0.0538272
          35              21.1135              21.2275            0.0523935
          36              21.3765              21.2316            0.0511013
          37              21.1841              21.2304            0.0497363
          38               20.964              21.2233            0.0489189
          39              21.4339              21.2287            0.0479614
          40              21.4089              21.2333            0.0469734
