#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1               2.8172               2.8172                    0
           2               2.5487              2.68295            0.0949291
           3               2.5509              2.63893            0.0727789
           4               2.6592                2.644            0.0547603
           5               2.1948              2.55416            0.0915213
           6               3.0536               2.6374             0.107661
           7               2.6955               2.6457            0.0926001
           8               3.0719              2.69897            0.0951236
           9               2.7974              2.70991            0.0851807
          10               2.4032              2.67924            0.0819988
          11               3.2844              2.73425              0.09115
          12               2.9148               2.7493            0.0847868
          13                2.505              2.73051            0.0803203
          14                3.325              2.77297            0.0850706
          15                2.546              2.75784            0.0807338
          16               3.0363              2.77524            0.0775411
          17               2.8817              2.78151            0.0732323
          18               2.6361              2.77343            0.0696079
          19               2.9835              2.78448            0.0668167
          20               3.5907               2.8248            0.0746518
          21               2.5497               2.8117            0.0722372
          22               2.8621              2.81399              0.06899
          23               2.8878               2.8172             0.066065
          24               2.7394              2.81395            0.0633918
          25               3.3982              2.83732            0.0650213
          26               2.8785              2.83891            0.0625398
          27               3.2399              2.85376            0.0619618
          28               3.0914              2.86225            0.0603274
          29                2.475              2.84889            0.0597067
          30               2.7725              2.84635            0.0577707
          31               2.3095              2.82903            0.0584452
          32               2.8821              2.83069            0.0566423
          33               2.8232              2.83046            0.0549263
          34               2.8623               2.8314            0.0533188
          35               3.2692              2.84391            0.0532425
          36               2.8268              2.84343            0.0517656
          37               3.0084              2.84789            0.0505582
          38               2.9436              2.85041            0.0492904
          39               2.4753              2.84079             0.048956
          40               2.8193              2.84025             0.047735
