#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.600588            -0.600588                    0
           2              -0.5961            -0.598344           0.00158675
           3            -0.599068            -0.598585           0.00107603
           4            -0.600952            -0.599177          0.000955947
           5              -0.5979            -0.598922          0.000798146
           6             -0.59792            -0.598755          0.000682356
           7            -0.599628            -0.598879          0.000596173
           8            -0.597484            -0.598705          0.000546573
           9            -0.597508            -0.598572          0.000501764
          10            -0.597916            -0.598506          0.000455855
          11             -0.59716            -0.598384          0.000430533
          12            -0.597512            -0.598311          0.000400741
          13            -0.597564            -0.598254          0.000374015
          14            -0.599492            -0.598342          0.000357603
          15             -0.59782            -0.598307          0.000335454
          16            -0.597764            -0.598274          0.000316203
          17            -0.596792            -0.598186          0.000309379
          18            -0.599312            -0.598249          0.000298445
          19            -0.597784            -0.598224          0.000283738
          20            -0.597724            -0.598199          0.000270652
          21            -0.599044             -0.59824          0.000260735
          22            -0.598664            -0.598259          0.000249596
          23            -0.598264            -0.598259          0.000238744
          24            -0.599336            -0.598304          0.000232975
          25            -0.598852            -0.598326          0.000224685
          26             -0.59904            -0.598353          0.000217715
          27             -0.59568            -0.598254          0.000231072
          28            -0.599508            -0.598299          0.000227116
          29            -0.597604            -0.598275          0.000220546
          30            -0.598248            -0.598274          0.000213196
          31            -0.597904            -0.598262          0.000206653
          32            -0.599112            -0.598289          0.000201894
          33            -0.597048            -0.598251          0.000199247
          34            -0.599136            -0.598277          0.000195078
          35            -0.599088              -0.5983          0.000190875
          36            -0.599324            -0.598329          0.000187678
          37            -0.597972            -0.598319          0.000182854
          38            -0.598236            -0.598317          0.000178055
          39             -0.59954            -0.598348          0.000176229
          40            -0.598396             -0.59835          0.000171827
