#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              15.3357              15.3357                    0
           2              15.2813              15.3085            0.0192332
           3              15.2594              15.2921            0.0185076
           4              15.2292              15.2764            0.0194464
           5              15.2102              15.2632            0.0195573
           6              14.9983               15.219            0.0434666
           7              15.0594              15.1962            0.0428195
           8               15.534              15.2384             0.054439
           9              15.2706               15.242            0.0485076
          10              15.2805              15.2459            0.0438093
          11              15.1603              15.2381            0.0405106
          12              15.3085               15.244            0.0375568
          13              15.7254               15.281            0.0496781
          14               15.054              15.2648            0.0487047
          15              15.2067              15.2609            0.0456114
          16              15.2874              15.2626            0.0427907
          17              15.4029              15.2708            0.0410618
          18              15.1198              15.2624            0.0396287
          19              15.1557              15.2568            0.0379389
          20              15.2795              15.2579            0.0360589
          21              15.4351              15.2664            0.0353144
          22              15.2946              15.2677            0.0337326
          23              15.5567              15.2802            0.0345271
          24              15.3451              15.2829            0.0331942
          25               15.155              15.2778            0.0322582
          26              15.2414              15.2764            0.0310478
          27              15.3478              15.2791            0.0300103
          28              15.3213              15.2806            0.0289764
          29              15.2223              15.2786            0.0280467
          30              15.2755              15.2785             0.027112
          31              15.2518              15.2776            0.0262511
          32              15.2103              15.2755            0.0255149
          33              15.3062              15.2764            0.0247587
          34              15.3913              15.2798            0.0242601
          35               15.282              15.2799             0.023567
          36              15.5456              15.2872            0.0240405
          37              15.3182              15.2881            0.0234053
          38              15.2507              15.2871            0.0228101
          39              15.4901              15.2923            0.0228115
          40              15.2085              15.2902            0.0223371
