#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              141.888              141.888                    0
           2              136.405              139.146               1.9388
           3              136.011              138.101              1.54888
           4              134.148              137.113              1.44294
           5              138.494              137.389              1.18051
           6              138.604              137.592              1.00097
           7              137.452              137.572             0.858173
           8              142.024              138.128             0.913729
           9              134.908               137.77             0.879468
          10              138.355              137.829             0.793464
          11              134.539               137.53             0.775648
          12              132.265              137.091             0.825836
          13              140.011              137.316              0.79227
          14               137.95              137.361             0.736973
          15              137.305              137.357             0.687851
          16              143.264              137.726              0.73731
          17              134.889               137.56             0.712579
          18              133.554              137.337             0.706886
          19              132.393              137.077             0.715968
          20              140.895              137.268             0.705157
          21               136.95              137.253              0.67174
          22              137.857               137.28             0.641767
          23              137.047               137.27             0.613945
          24              141.238              137.435             0.610225
          25              135.751              137.368             0.589525
          26              135.978              137.314             0.569268
          27              139.189              137.384             0.552403
          28              139.349              137.454             0.537113
          29              139.506              137.525             0.523231
          30              135.395              137.454             0.510584
          31              130.798              137.239             0.537361
          32              140.764              137.349              0.53174
          33               138.38              137.381             0.516543
          34              144.642              137.594             0.543711
          35               139.24              137.641             0.530206
          36              136.747              137.616             0.516059
          37              135.124              137.549             0.506488
          38              137.183              137.539             0.493251
          39              138.075              137.553             0.480794
          40              138.662              137.581             0.469574
