#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.844103            -0.844103                    0
           2            -0.845662            -0.844883           0.00055126
           3            -0.844758            -0.844841          0.000369083
           4            -0.844904            -0.844857          0.000277148
           5            -0.845035            -0.844892          0.000224003
           6            -0.845787            -0.845042          0.000231033
           7            -0.843467            -0.844817          0.000287358
           8            -0.845784            -0.844938          0.000275707
           9            -0.844585            -0.844898          0.000247844
          10            -0.845242            -0.844933          0.000225423
          11            -0.845522            -0.844986          0.000211208
          12            -0.844135            -0.844915          0.000205171
          13            -0.845034            -0.844925          0.000189593
          14            -0.846318            -0.845024          0.000200468
          15            -0.847781            -0.845208          0.000257938
          16            -0.844684            -0.845175          0.000243886
          17            -0.844676            -0.845146            0.0002313
          18            -0.846607            -0.845227          0.000232264
          19            -0.842743            -0.845096          0.000254178
          20            -0.845349            -0.845109          0.000241782
          21            -0.846234            -0.845162          0.000236127
          22            -0.846094            -0.845205          0.000229156
          23             -0.84425            -0.845163          0.000222918
          24            -0.845093             -0.84516          0.000213649
          25            -0.843338            -0.845087          0.000217187
          26            -0.844962            -0.845083          0.000208887
          27            -0.844934            -0.845077          0.000201224
          28            -0.844258            -0.845048          0.000196154
          29             -0.84387            -0.845007          0.000193551
          30             -0.84549            -0.845023          0.000187769
