#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              12.9448              12.9448                    0
           2              14.4539              13.6994             0.533569
           3              14.5684              13.9891             0.427176
           4              13.3618              13.8323             0.347973
           5              14.9573              14.0573             0.343504
           6              14.9265              14.2021             0.315325
           7              13.2773                14.07             0.296667
           8              14.3145              14.1006             0.261153
           9              14.3267              14.1257             0.233341
          10              13.4638              14.0595             0.219193
          11              14.8029              14.1271             0.209425
          12               14.439              14.1531              0.19358
          13              13.3518              14.0914             0.188247
          14               14.496              14.1203             0.177006
          15              14.6864              14.1581              0.16918
          16              14.3574              14.1705             0.159065
          17              14.2377              14.1745             0.149757
          18                15.88              14.2692              0.16877
          19               13.066              14.2059             0.171357
          20               14.281              14.2097              0.16283
          21              13.3871              14.1705             0.159718
          22              13.8213              14.1546             0.153245
          23              11.9192              14.0574             0.174705
          24               14.452              14.0739             0.168198
          25              13.1168              14.0356             0.165769
          26              14.9917              14.0724             0.163422
          27              13.7638              14.0609             0.157768
          28               13.312              14.0342             0.154384
          29              13.5433              14.0173             0.149986
          30              13.9533              14.0151             0.145001
