#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1               21.812               21.812                    0
           2              22.3043              22.0581              0.17404
           3              22.3617              22.1593             0.142442
           4              21.9323              22.1026             0.117601
           5              21.5795              21.9979             0.132691
           6              21.9731              21.9938             0.110641
           7              22.1383              22.0144            0.0967404
           8              22.2464              22.0434            0.0888885
           9              22.0054              22.0392            0.0791123
          10              22.0074               22.036             0.071265
          11               21.922              22.0257            0.0655358
          12              21.9969              22.0233            0.0601183
          13              21.9992              22.0214            0.0555225
          14              22.1655              22.0317            0.0525022
          15              22.0808               22.035            0.0491041
          16              22.0024               22.033            0.0460773
          17              21.8487              22.0221             0.044624
          18              22.0732              22.0249             0.042235
          19                21.83              22.0147            0.0412393
          20              21.9153              22.0097            0.0394758
          21              22.1664              22.0172            0.0382944
          22               21.954              22.0143            0.0366614
          23              22.1767              22.0214            0.0357405
          24              22.1458              22.0265            0.0346251
          25              22.1358              22.0309            0.0335145
          26              21.7074              22.0185            0.0344582
          27              21.8818              22.0134            0.0335515
          28              22.3528              22.0255            0.0344728
          29              22.3528              22.0368            0.0350829
          30              22.3756              22.0481             0.035685
