#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              10.0945              10.0945                    0
           2              10.1773              10.1359            0.0292834
           3              10.1512               10.141            0.0199638
           4              10.1784              10.1504            0.0170187
           5              10.2037               10.161            0.0166217
           6              10.1252               10.155            0.0148863
           7              10.0123              10.1347            0.0227893
           8              10.1307              10.1342             0.019946
           9              10.0828              10.1285            0.0185277
          10              10.0988              10.1255             0.016911
          11              10.1682              10.1294            0.0158125
          12              10.1087              10.1276            0.0145884
          13              10.1157              10.1267             0.013495
          14              10.0366              10.1203            0.0139835
          15              10.0813              10.1177            0.0132911
          16              10.0678              10.1146             0.012821
          17              10.2137              10.1204            0.0133261
          18              10.2186              10.1258            0.0136573
          19              10.1649              10.1279            0.0130924
          20              10.1095               10.127            0.0124701
          21              10.1477               10.128            0.0119152
          22              10.0982              10.1266            0.0114503
          23                 10.1              10.1255             0.011011
          24              10.1196              10.1252            0.0105549
          25               10.134              10.1256            0.0101385
          26              10.1413              10.1262           0.00976658
          27               10.174              10.1279           0.00956425
          28              10.1003               10.127           0.00927363
          29              10.1866               10.129           0.00917934
          30              10.1842              10.1308           0.00905565
