#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.714982            -0.714982                    0
           2            -0.715448            -0.715215          0.000164614
           3            -0.715381             -0.71527          0.000118638
           4            -0.715052            -0.715216          0.000100762
           5            -0.714471            -0.715067          0.000155691
           6            -0.714983            -0.715053          0.000130366
           7            -0.714433            -0.714964          0.000138612
           8            -0.715114            -0.714983          0.000122548
           9            -0.715228             -0.71501          0.000111912
          10            -0.714971            -0.715006          0.000100789
          11             -0.71384              -0.7149          0.000136444
          12            -0.714362            -0.714856          0.000132234
          13            -0.714014            -0.714791          0.000137007
          14            -0.715785            -0.714862          0.000144452
          15            -0.715094            -0.714877          0.000135646
          16            -0.714555            -0.714857          0.000128652
          17             -0.71531            -0.714884          0.000123807
          18            -0.714733            -0.714875          0.000117213
          19            -0.713477            -0.714802           0.00013215
          20            -0.713862            -0.714755          0.000133628
          21            -0.714126            -0.714725           0.00013058
          22            -0.713942            -0.714689          0.000129406
          23            -0.713717            -0.714647          0.000130504
          24            -0.713055            -0.714581          0.000140914
          25            -0.714702            -0.714585          0.000135362
          26            -0.715198            -0.714609          0.000132193
          27            -0.714545            -0.714607          0.000127318
          28            -0.714778            -0.714613          0.000122918
          29              -0.7147            -0.714616          0.000118717
          30            -0.715115            -0.714632          0.000115921
