#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.875864            -0.875864                    0
           2             -0.87852            -0.877192          0.000939038
           3            -0.878604            -0.877663          0.000734569
           4            -0.877476            -0.877616          0.000552407
           5            -0.874732            -0.877039          0.000679306
           6            -0.880648            -0.877641          0.000788622
           7             -0.87026            -0.876586           0.00118736
           8             -0.87094            -0.875881           0.00123096
           9              -0.8799            -0.876327           0.00117241
          10            -0.876484            -0.876343           0.00105527
          11            -0.874236            -0.876151          0.000976566
          12              -0.8702            -0.875655           0.00101332
          13            -0.877096            -0.875766          0.000941412
          14            -0.872872            -0.875559          0.000896579
          15            -0.872224            -0.875337          0.000863941
          16            -0.880284            -0.875646          0.000863499
          17            -0.883952            -0.876135          0.000940825
          18            -0.872392            -0.875927          0.000911246
          19            -0.877648            -0.876017          0.000867776
          20            -0.875528            -0.875993          0.000824732
          21            -0.875412            -0.875965          0.000785923
          22            -0.880644            -0.876178          0.000778441
          23            -0.869448            -0.875885          0.000797697
          24            -0.875268             -0.87586          0.000764874
          25            -0.878068            -0.875948          0.000739362
          26            -0.874192             -0.87588          0.000714003
          27            -0.876972            -0.875921          0.000688702
          28            -0.874544            -0.875872          0.000665859
          29            -0.873328            -0.875784           0.00064865
          30            -0.869912            -0.875588          0.000655896
          31            -0.875068            -0.875571          0.000634952
          32            -0.874648            -0.875543          0.000615766
          33            -0.873512            -0.875481          0.000600173
          34            -0.879752            -0.875607          0.000595521
          35            -0.877284            -0.875655          0.000580431
          36            -0.879188            -0.875753          0.000572546
          37            -0.876176            -0.875764          0.000557186
          38            -0.874576            -0.875733            0.0005434
          39            -0.874448              -0.8757          0.000530465
          40            -0.875712              -0.8757          0.000517203
