#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              1087.03              1087.03                    0
           2              1076.78              1081.91              3.62391
           3               1048.7              1070.84              9.35599
           4              1059.15              1067.91              7.45922
           5              1011.92              1056.72              11.6586
           6              1069.62              1058.87               9.9119
           7              882.999              1033.74              24.7633
           8              948.336              1023.07              23.8584
           9              1168.93              1039.27               26.139
          10              928.341              1028.18              25.7718
          11              1009.64               1026.5              23.4839
          12              894.488              1015.49              23.9654
          13              1088.93              1021.14               22.778
          14              898.753               1012.4              22.7669
          15              993.274              1011.13              21.2848
          16              1060.66              1014.22              20.1784
          17               1198.9              1025.09              21.7196
          18              953.574              1021.11              20.8732
          19              1015.33              1020.81              19.7768
          20              991.153              1019.33              18.8435
          21              1045.78              1020.59              17.9882
          22              1084.92              1023.51              17.4066
          23              867.968              1016.75              17.9154
          24              975.119              1015.01              17.2527
          25              1066.89              1017.09              16.6869
          26              900.539              1012.61              16.6363
          27              1036.53              1013.49              16.0437
          28              997.115              1012.91              15.4814
          29              981.911              1011.84              14.9844
          30              883.971              1007.58              15.0789
          31              949.552               1005.7              14.7082
          32              993.937              1005.34              14.2532
          33              991.552              1004.92              13.8274
          34              1110.69              1008.03              13.7662
          35              1088.32              1010.32              13.5627
          36              937.335               1008.3              13.3366
          37               967.51              1007.19              13.0217
          38              923.474              1004.99               12.864
          39              997.197              1004.79              12.5357
          40              1025.72              1005.31              12.2332
