     MU:      SIGMA:     E_MEASURED:    ERROR:
    -0.46996     0.54714   -0.079204   0.0052965
    -0.36885     0.84569    -0.23841   0.0043666
    -0.19879     0.88598    -0.22506   0.0053238
    -0.26581     0.68772   -0.004398   0.0058419
   -0.040774     0.57351       0.414    0.011241
    0.087288     0.80313    -0.10891   0.0052927
      0.1918     0.77683    -0.11211   0.0051649
     0.44258     0.85791    -0.26936   0.0056181
     0.44258     0.85791    -0.26936   0.0056181
     0.54225     0.64158    -0.25609   0.0036444
      0.2679     0.92104      -0.249    0.006588
     0.35326      1.1073    -0.15033    0.016547
     0.21282      0.9583    -0.25425   0.0065653
     0.26907       0.719   -0.061082   0.0054118
    0.060485     0.60527      0.3124   0.0085791
    0.060485     0.60527      0.3124   0.0085791
     0.11127     0.84571    -0.17438   0.0053083
     0.38079     0.80403    -0.22395   0.0043817
     0.17198      1.0199    -0.24296    0.011343
     0.46308      1.1904     0.15023    0.031085
     0.33102      1.2374    0.087918     0.02721
     0.60106      1.2436     0.48367    0.042981
     0.50097      1.3585     0.80892    0.058696
     0.70967      1.4728       2.144    0.089514
     0.70967      1.4728       2.144    0.089514
     0.47919      1.5479      2.0665    0.091888
     0.47919      1.5479      2.0665    0.091888
     0.74984      1.3634      1.5071    0.072012
     0.51201       1.527      2.0905     0.11545
      0.2702      1.6588      2.4887     0.11395
     0.27626      1.5885      2.0843     0.10981
     0.52676      1.4298      1.2653    0.081966
     0.43339      1.3549     0.64158    0.046867
     0.72493      1.1991     0.63322    0.050508
     0.96913      1.0092     0.63648    0.034579
     0.72682      1.2872      1.0622    0.069856
      0.9301      1.3256      2.0906    0.082173
     0.84173      1.4374      2.6674     0.10955
     0.94547      1.3463      2.5763     0.12307
     0.68974      1.6356      3.4466     0.14774
     0.68974      1.6356      3.4466     0.14774
     0.68974      1.6356      3.4466     0.14774
     0.55133      1.4047      1.1001     0.06528
     0.30018      1.1875  -0.0098245    0.020571
     0.33489     0.96995    -0.25035   0.0078592
     0.26156     0.71575   -0.047388   0.0059455
