#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              21.7129              21.7129                    0
           2              21.7412               21.727            0.0099885
           3              21.9447              21.7996            0.0595988
           4              21.6044              21.7508            0.0615127
           5              22.0955              21.8197            0.0788994
           6              21.5539              21.7754            0.0771931
           7              21.4975              21.7357            0.0756904
           8              21.8134              21.7454            0.0668492
           9              22.5301              21.8326             0.101427
          10              21.3166               21.781             0.103581
          11               22.337              21.8316             0.105781
          12               21.881              21.8357             0.097046
          13              21.8015              21.8331            0.0896166
          14               22.129              21.8542            0.0856725
          15              22.2872              21.8831            0.0846841
          16               21.717              21.8727            0.0800249
          17              22.2764              21.8964            0.0787625
          18              21.7703              21.8894             0.074698
          19              22.3078              21.9114            0.0739412
          20              22.2428               21.928            0.0720767
          21              21.5288               21.909            0.0711078
          22              22.2835               21.926            0.0698839
          23              21.9995              21.9292            0.0669186
          24              22.1482              21.9383            0.0647494
          25              22.1225              21.9457            0.0625772
          26               21.742              21.9379            0.0606588
          27              22.5787              21.9616            0.0628846
          28               21.512              21.9456            0.0626557
          29              21.9537              21.9458            0.0604958
          30              21.6035              21.9344            0.0595457
