#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              828.566              828.566                    0
           2              881.873               855.22              18.8471
           3              868.609              859.683              13.0825
           4              849.413              857.115              10.0607
           5              869.482              859.589              8.34702
           6              863.903              860.308              6.98676
           7              857.625              859.925              5.99915
           8              895.056              864.316               6.6655
           9              864.054              864.287              5.92496
          10              902.449              868.103              6.44531
          11               897.11               870.74              6.37602
          12              878.717              871.405              5.87924
          13              867.554              871.109              5.43445
          14              896.267              872.906              5.33511
          15              868.163              872.589               4.9888
          16              892.943              873.862              4.83646
          17              878.707              874.147              4.56035
          18              848.341              872.713              4.52674
          19              861.336              872.114              4.32791
          20              888.851              872.951              4.19163
          21              870.594              872.839              3.99354
          22              905.642               874.33              4.08089
          23              891.406              875.072              3.97042
          24              901.986              876.194              3.96018
          25              874.139              876.111              3.80263
          26              911.382              877.468              3.89083
          27               916.35              878.908              4.00436
          28              876.886              878.836                3.862
          29              900.753              879.592              3.80206
          30               863.33               879.05              3.71376
