#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              1.64498              1.64498                    0
           2              1.78248              1.71373            0.0486136
           3              1.67126              1.69957            0.0344086
           4               1.7886              1.72183            0.0322102
           5              1.68068               1.7136            0.0267989
           6              1.72088              1.71481            0.0223599
           7              1.75128              1.72002            0.0197632
           8              1.59646              1.70458             0.022534
           9              1.62844              1.69612            0.0215598
          10              1.65136              1.69164            0.0198629
          11              1.69134              1.69161            0.0180572
          12              1.51826              1.67717            0.0215705
          13               1.8258               1.6886            0.0227403
          14                1.774               1.6947            0.0219188
          15              1.67434              1.69334            0.0204996
          16              1.67104              1.69195            0.0192657
          17              1.71918              1.69355            0.0181989
          18              1.62428               1.6897              0.01759
          19              1.75406              1.69309            0.0169872
          20                1.649              1.69089            0.0162803
          21              1.69308              1.69099            0.0155054
          22              1.79594              1.69576            0.0155171
          23              1.68948              1.69549            0.0148448
          24               1.6248              1.69254            0.0145155
          25               1.5468              1.68671            0.0150601
          26              1.66564               1.6859            0.0145027
          27              1.61542              1.68329            0.0141986
          28              1.68622               1.6834            0.0136918
          29               1.5354              1.67829            0.0141388
          30               1.5024              1.67243            0.0148335
