#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              82.4725              82.4725                    0
           2                83.19              82.8312             0.253679
           3               84.225              83.2958             0.415335
           4              83.9588              83.4616             0.342986
           5              83.5863              83.4865             0.275294
           6              83.2555               83.448              0.23209
           7               83.809              83.4996             0.204585
           8              84.8111              83.6635             0.235715
           9              84.2391              83.7275             0.218028
          10              83.0074              83.6555             0.207775
          11              83.5285              83.6439             0.189207
          12              82.8359              83.5766             0.185033
          13              83.9944              83.6087             0.173568
          14              84.5881              83.6787               0.1747
          15              84.6001              83.7401             0.173518
          16                 84.2              83.7689             0.165037
          17              84.0638              83.7862             0.156238
          18              84.3772               83.819             0.150969
          19              83.6995              83.8128             0.143154
          20              83.7136              83.8078             0.136082
          21              83.3704               83.787             0.131186
          22              82.8345              83.7437             0.132175
          23              83.9225              83.7515             0.126657
          24               82.399              83.6951             0.133328
          25              83.5568              83.6896              0.12811
          26              82.3115              83.6366             0.133698
          27              83.7805              83.6419             0.128852
          28              83.2326              83.6273             0.125077
          29              83.7759              83.6324             0.120869
          30              83.9802               83.644             0.117395
