#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.502758            -0.502758                    0
           2            -0.503419            -0.503088          0.000233911
           3            -0.502597            -0.502925          0.000205473
           4            -0.502434            -0.502802          0.000187205
           5            -0.502772            -0.502796          0.000149859
           6            -0.503633            -0.502935          0.000178356
           7            -0.503402            -0.503002          0.000164886
           8            -0.503072            -0.503011          0.000144507
           9            -0.503736            -0.503091          0.000149234
          10            -0.502836            -0.503066          0.000136479
          11            -0.502541            -0.503018          0.000132155
          12            -0.503306            -0.503042          0.000123306
          13            -0.502807            -0.503024          0.000115138
          14            -0.504015            -0.503095          0.000126825
          15             -0.50318            -0.503101          0.000118497
          16            -0.502938             -0.50309          0.000111523
          17            -0.503326            -0.503104          0.000105818
          18            -0.502782            -0.503086          0.000101446
          19            -0.502897            -0.503076          9.65954e-05
          20             -0.50351            -0.503098          9.41723e-05
          21            -0.501907            -0.503041          0.000105387
          22            -0.503978            -0.503084          0.000108865
          23            -0.503066            -0.503083          0.000104134
          24            -0.502237            -0.503048          0.000105597
          25            -0.502838            -0.503039          0.000101705
          26            -0.502078            -0.503003          0.000104295
          27            -0.503003            -0.503003          0.000100432
          28             -0.50265             -0.50299          9.76296e-05
          29            -0.503801            -0.503018          9.81851e-05
          30            -0.502293            -0.502994          9.78422e-05
