#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              19.7639              19.7639                    0
           2               19.533              19.6484            0.0816226
           3              19.1848              19.4939             0.137428
           4              19.7535              19.5588             0.117404
           5              19.4217              19.5314            0.0970728
           6              19.7146              19.5619            0.0855645
           7              19.1172              19.4984            0.0940113
           8              19.1808              19.4587            0.0902531
           9              19.5496              19.4688             0.080789
          10              19.1348              19.4354            0.0793152
          11              18.9745              19.3935            0.0824323
          12              18.9816              19.3592            0.0823998
          13              19.5234              19.3718            0.0770242
          14              19.5257              19.3828            0.0723025
          15              19.1777              19.3691            0.0687633
          16              18.9565              19.3433            0.0691331
          17                19.47              19.3508            0.0654668
          18              19.8213              19.3769            0.0668458
          19               19.678              19.3928            0.0651792
          20              19.3019              19.3882            0.0620785
          21               19.896              19.4124            0.0636576
          22              19.4728              19.4151            0.0608232
          23              19.6327              19.4246            0.0589099
          24              18.5581              19.3885            0.0666064
          25              19.0544              19.3751            0.0652689
          26              19.7898              19.3911            0.0646774
          27              19.2673              19.3865            0.0624441
          28              19.3896              19.3866            0.0602141
          29              19.1915              19.3799            0.0585126
          30              19.2064              19.3741            0.0568473
          31               19.708              19.3849            0.0560245
          32              19.5451              19.3899             0.054497
          33              19.0224              19.3787            0.0539714
          34              19.1367              19.3716            0.0528512
          35              19.2953              19.3694            0.0513862
          36               19.827              19.3821            0.0515066
          37              19.1568              19.3761            0.0504733
          38              19.6469              19.3832            0.0496459
          39              19.2986               19.381            0.0484203
          40              19.1146              19.3744            0.0476655
