#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.711644            -0.711644                    0
           2            -0.707304            -0.709474           0.00153442
           3            -0.711036            -0.709995           0.00110777
           4            -0.712608            -0.710648           0.00100519
           5            -0.708716            -0.710262          0.000875274
           6            -0.708256            -0.709927          0.000790651
           7            -0.709736              -0.7099          0.000678173
           8            -0.706692            -0.709499          0.000702016
           9            -0.706364            -0.709151          0.000705158
          10            -0.707236            -0.708959          0.000660124
          11            -0.708384            -0.708907          0.000602181
          12              -0.7069             -0.70874          0.000574754
          13            -0.710056            -0.708841          0.000539388
          14            -0.707588            -0.708751           0.00050823
          15            -0.708456            -0.708732           0.00047473
          16            -0.709716            -0.708793          0.000449027
          17            -0.710128            -0.708872          0.000429423
          18            -0.708404            -0.708846          0.000406352
          19            -0.708496            -0.708827          0.000385382
          20            -0.708384            -0.708805           0.00036675
          21             -0.70962            -0.708844          0.000351332
          22            -0.711308            -0.708956          0.000352763
          23            -0.709416            -0.708976          0.000337992
          24               -0.707            -0.708894          0.000333786
          25            -0.707688            -0.708845            0.0003239
          26            -0.706968            -0.708773           0.00031939
          27            -0.708844            -0.708776          0.000307571
          28            -0.709368            -0.708797          0.000297313
          29            -0.710664            -0.708861          0.000293948
          30            -0.707808            -0.708826           0.00028624
          31            -0.709544            -0.708849          0.000277941
          32             -0.70832            -0.708833          0.000269747
          33            -0.706412             -0.70876          0.000271365
          34            -0.706144            -0.708683          0.000274071
          35            -0.708712            -0.708683          0.000266241
          36            -0.706768             -0.70863          0.000264109
          37            -0.709884            -0.708664          0.000259135
          38            -0.708444            -0.708658          0.000252381
          39            -0.707416            -0.708626          0.000247911
          40            -0.709488            -0.708648          0.000242647
