#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1             -0.52061             -0.52061                    0
           2            -0.522281            -0.521446          0.000590576
           3            -0.521054            -0.521315          0.000407916
           4            -0.519862            -0.520952          0.000438745
           5            -0.521432            -0.521048          0.000361354
           6            -0.521311            -0.521092          0.000303783
           7            -0.521072            -0.521089          0.000260398
           8            -0.521108            -0.521091          0.000227859
           9            -0.522448            -0.521242          0.000247431
          10            -0.520865            -0.521204          0.000225546
          11            -0.520818            -0.521169          0.000207752
          12            -0.521212            -0.521173           0.00019047
          13            -0.521058            -0.521164          0.000176022
          14            -0.521289            -0.521173          0.000163674
          15            -0.521253            -0.521178          0.000152849
          16             -0.52107            -0.521171          0.000143447
          17            -0.520981             -0.52116          0.000135446
          18            -0.521296            -0.521168          0.000128132
          19            -0.520541            -0.521135          0.000125565
          20            -0.520373            -0.521097          0.000124933
          21            -0.520607            -0.521073          0.000121139
          22             -0.52222            -0.521125          0.000126348
          23            -0.520518            -0.521099          0.000123581
          24            -0.521012            -0.521095          0.000118485
          25            -0.520846            -0.521085          0.000114166
          26            -0.520378            -0.521058          0.000112968
          27             -0.52103            -0.521057          0.000108789
          28            -0.520966            -0.521054          0.000104952
          29            -0.522198            -0.521093          0.000108489
          30            -0.520386             -0.52107          0.000107408
