#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              91.6282              91.6282                    0
           2              92.5691              92.0987             0.332658
           3              90.9688              91.7221             0.379131
           4              91.0253              91.5479             0.321886
           5              91.6217              91.5626             0.257847
           6              92.6356              91.7415             0.269852
           7              90.3644              91.5447             0.294404
           8              91.2459              91.5074             0.259963
           9              92.3592               91.602              0.24771
          10              90.9314               91.535             0.231839
          11              92.6931              91.6403             0.233449
          12              91.6934              91.6447             0.214037
          13              92.5785              91.7165              0.20928
          14                91.46              91.6982             0.195132
          15              93.4417              91.8144             0.213958
          16              92.4867              91.8564             0.204669
          17               91.457               91.833             0.193974
          18              91.6879              91.8249             0.183365
          19              91.3246              91.7986             0.175595
          20              90.7528              91.7463             0.174426
          21              91.6249              91.7405             0.166216
          22              91.8569              91.7458             0.158745
          23              92.2334               91.767             0.153252
          24              91.5372              91.7574             0.147165
          25              91.0529              91.7292             0.143951
          26              92.2931              91.7509             0.140038
          27              90.9186              91.7201             0.138203
          28              92.4024              91.7445             0.135398
          29              92.4432              91.7686             0.132856
          30               92.496              91.7928             0.130621
