#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              1.81114              1.81114                    0
           2              1.72036              1.76575            0.0320956
           3              1.85064              1.79405            0.0314902
           4              1.83102              1.80329            0.0249374
           5              1.79144              1.80092            0.0200622
           6              1.87216              1.81279            0.0199246
           7              1.83752              1.81633            0.0173885
           8              1.67842              1.79909            0.0221699
           9              1.82404              1.80186            0.0198792
          10              1.89162              1.81084            0.0198144
          11               1.5888              1.79065            0.0263604
          12              1.88246               1.7983            0.0252495
          13              1.79582              1.79811             0.023308
          14              1.92548              1.80721            0.0233513
          15              1.98306              1.81893            0.0245617
          16              1.83664              1.82004            0.0230515
          17              1.72034              1.81417            0.0224292
          18              1.88848               1.8183            0.0215597
          19              1.87698              1.82139             0.020645
          20              1.99302              1.82997            0.0213218
          21              1.91222              1.83389             0.020663
          22               1.8498              1.83461            0.0197365
          23              1.82404              1.83415            0.0188837
          24              1.84386              1.83456            0.0181012
          25              1.72648              1.83023            0.0178859
          26               1.8232              1.82996            0.0172001
          27               1.7114              1.82557            0.0171144
          28              1.76966              1.82358            0.0166193
          29               1.6812              1.81867            0.0167556
          30              1.71416              1.81518            0.0165553
