#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              12.1578              12.1578                    0
           2              12.0957              12.1268            0.0219332
           3              12.2338              12.1624            0.0325855
           4              12.1617              12.1622            0.0244397
           5              12.1579              12.1614            0.0195669
           6              12.1842              12.1652            0.0166721
           7              12.0399              12.1473            0.0218815
           8              12.1998              12.1538            0.0201068
           9              12.2116              12.1603            0.0188682
          10              12.1126              12.1555             0.017573
          11              12.2994              12.1686             0.020268
          12               12.191              12.1705            0.0186653
          13              12.1675              12.1702            0.0172309
          14              12.0672              12.1629            0.0175015
          15              12.1264              12.1604            0.0165028
          16              11.9694              12.1485            0.0193117
          17               12.263              12.1552            0.0193145
          18              12.1954              12.1575              0.01837
          19              12.1315              12.1561            0.0174539
          20              12.1946               12.158            0.0166868
          21              12.1618              12.1582            0.0158932
          22               12.092              12.1552            0.0154529
          23              12.1612              12.1555            0.0147832
          24              12.1333              12.1545             0.014196
          25              12.2581              12.1587            0.0142201
          26              12.2023              12.1604            0.0137718
          27              12.1592              12.1603            0.0132618
          28              12.1333              12.1594            0.0128231
          29              12.0597              12.1559            0.0128328
          30              12.1622              12.1561            0.0124067
