#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              14.6401              14.6401                    0
           2              14.3235              14.4818             0.111944
           3               14.371              14.4449            0.0804904
           4              14.2679              14.4006            0.0714971
           5              14.1917              14.3588            0.0683215
           6              14.1006              14.3158            0.0691794
           7              14.3608              14.3222            0.0595953
           8              14.6825              14.3673            0.0670346
           9              14.5544              14.3881            0.0627274
          10              14.4448              14.3937            0.0567107
          11              14.3486              14.3896            0.0517035
          12              14.3622              14.3873            0.0474452
          13              14.3336              14.3832            0.0439756
          14               14.431              14.3866            0.0409666
          15              14.1904              14.3735            0.0402695
          16              14.6266              14.3893            0.0407404
          17              14.4672              14.3939            0.0386005
          18              14.4356              14.3962            0.0365253
          19              14.0682               14.379            0.0384685
          20              14.0104              14.3605            0.0407205
          21              14.6613              14.3749            0.0412228
          22              14.2083              14.3673            0.0400379
          23              14.3141               14.365            0.0383639
          24              14.0888              14.3535            0.0384526
          25              14.3181              14.3521            0.0369406
          26              14.6529              14.3636            0.0372877
          27              14.2576              14.3597            0.0361127
          28              14.5003              14.3647            0.0351702
          29              14.2114              14.3594            0.0343524
          30              14.3449               14.359            0.0332108
          31              14.3268              14.3579            0.0321557
          32              14.3585              14.3579            0.0311508
          33              14.2177              14.3537            0.0304955
          34              14.4166              14.3555            0.0296547
          35              14.1488              14.3496            0.0293897
          36              14.3025              14.3483            0.0286024
          37              14.2199              14.3448            0.0280392
          38              14.1983               14.341            0.0275652
          39              14.3626              14.3415             0.026864
          40              14.2329              14.3388            0.0263293
