#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.575812            -0.575812                    0
           2            -0.573064            -0.574438          0.000971565
           3            -0.576656            -0.575177          0.000885402
           4              -0.5754            -0.575233          0.000665799
           5            -0.576424            -0.575471          0.000573669
           6            -0.573908            -0.575211          0.000533951
           7            -0.576536              -0.5754          0.000490092
           8            -0.575716             -0.57544          0.000430419
           9            -0.573564            -0.575231          0.000430093
          10            -0.574244            -0.575132           0.00039825
          11             -0.57628            -0.575237          0.000375462
          12            -0.576124            -0.575311          0.000351378
          13            -0.575656            -0.575337          0.000325352
          14            -0.570768            -0.575011            0.0004361
          15             -0.57414            -0.574953          0.000410873
          16            -0.576576            -0.575054          0.000397521
          17             -0.57506            -0.575055          0.000374137
          18            -0.576168            -0.575116          0.000358429
          19            -0.575124            -0.575117          0.000339564
          20            -0.572712            -0.574997          0.000343216
          21            -0.576056            -0.575047          0.000330559
          22            -0.578248            -0.575193          0.000346076
          23            -0.575744            -0.575217          0.000331859
          24            -0.573772            -0.575156          0.000323444
          25            -0.576924            -0.575227           0.00031814
          26            -0.577084            -0.575298          0.000313819
          27            -0.573612            -0.575236          0.000308349
          28              -0.5764            -0.575278          0.000300126
          29             -0.57492            -0.575265           0.00029003
          30            -0.575168            -0.575262           0.00028038
          31            -0.576664            -0.575307          0.000274959
          32            -0.573804             -0.57526           0.00027035
          33            -0.573664            -0.575212           0.00026645
          34              -0.5736            -0.575164          0.000262797
          35            -0.574016            -0.575132          0.000257329
          36            -0.574404            -0.575111          0.000250973
          37            -0.576248            -0.575142          0.000246063
          38            -0.573336            -0.575095          0.000244135
          39            -0.574896             -0.57509          0.000237928
          40            -0.577112             -0.57514          0.000237291
