#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1               11.538               11.538                    0
           2                11.19               11.364             0.123032
           3              11.1011              11.2764             0.108844
           4              10.9678              11.1992             0.105479
           5              10.8385              11.1271             0.106227
           6              11.1801              11.1359            0.0888895
           7              11.1045              11.1314             0.076304
           8              11.3261              11.1558            0.0705397
           9              11.2096              11.1617            0.0629549
          10               11.228              11.1684            0.0570066
          11              10.9934              11.1525            0.0539989
          12              11.1332              11.1509            0.0495228
          13              11.1793               11.153            0.0457615
          14               10.897              11.1348            0.0460013
          15               11.248              11.1423            0.0435502
          16              11.0849              11.1387            0.0409758
          17              11.0674              11.1345            0.0387796
          18              11.2582              11.1414            0.0372286
          19              11.1929              11.1441            0.0353679
          20              11.0055              11.1372            0.0342718
          21              11.1479              11.1377            0.0326436
          22              11.2479              11.1427            0.0315416
          23              11.0124               11.137            0.0306745
          24              11.1259              11.1366            0.0293999
          25              11.0656              11.1337            0.0283604
          26              11.0878               11.132            0.0273245
          27              11.1835              11.1339            0.0263792
          28              11.0854              11.1321            0.0254938
          29              10.9403              11.1255            0.0254589
          30              11.0965              11.1246            0.0246287
          31              11.0807              11.1231            0.0238748
          32              11.0127              11.1197            0.0233771
          33              11.1293                11.12            0.0226705
          34              11.0475              11.1179            0.0221036
          35              11.0126              11.1148            0.0216759
          36              10.9214              11.1095            0.0217294
          37              10.8679              11.1029            0.0221013
          38              10.8593              11.0965            0.0224304
          39              11.2924              11.1016            0.0224107
          40              11.0918              11.1013            0.0218517
