#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              80.3849              80.3849                    0
           2              79.7258              80.0554             0.233002
           3              80.3758              80.1622             0.178137
           4              78.9358              79.8556             0.297239
           5              78.4939              79.5832             0.340408
           6              78.6585              79.4291             0.316648
           7              81.3388              79.7019             0.370754
           8              80.4359              79.7937              0.33557
           9              81.0105              79.9289             0.324379
          10              79.7924              79.9152             0.292228
          11              78.8439              79.8178             0.281423
          12              80.3188              79.8596             0.261049
          13              78.8078              79.7787             0.253196
          14              79.1345              79.7326             0.239255
          15              80.0403              79.7532             0.224182
          16              80.0802              79.7736             0.211101
          17              79.9956              79.7867             0.199087
          18              82.0707              79.9135             0.224856
          19              79.9453              79.9152             0.213028
          20              79.8228              79.9106             0.202426
          21              78.3375              79.8357             0.206181
          22              81.8396              79.9268             0.215995
          23              81.4582              79.9934             0.216624
          24              79.5204              79.9737             0.208492
          25              80.6813               80.002             0.202065
          26              81.7324              80.0685              0.20496
          27              81.1019              80.1068             0.200911
          28              79.8205              80.0966             0.193995
          29              79.4061              80.0728             0.188761
          30               81.373              80.1161             0.187379
          31              79.3416              80.0911             0.182992
          32              78.5887              80.0442             0.183198
          33              78.5516              79.9989             0.183144
          34              80.5903              80.0163             0.178582
          35              82.2304              80.0796             0.184343
          36              83.6968              80.1801             0.204784
          37              80.9604              80.2012             0.200332
          38              76.1186              80.0937             0.222008
          39              81.0324              80.1178             0.217616
          40              82.6072                80.18             0.220896
