#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.496468            -0.496468                    0
           2            -0.492516            -0.494492           0.00139724
           3            -0.496576            -0.495187           0.00109059
           4            -0.495532            -0.495273          0.000821354
           5            -0.496044            -0.495427          0.000671402
           6            -0.494636            -0.495295          0.000572305
           7              -0.4959            -0.495382          0.000497023
           8            -0.494904            -0.495322          0.000438468
           9             -0.49436            -0.495215          0.000402567
          10            -0.494136            -0.495107          0.000376496
          11            -0.494284            -0.495032          0.000349627
          12             -0.49688            -0.495186          0.000352769
          13            -0.496772            -0.495308          0.000346078
          14            -0.492108             -0.49508          0.000389607
          15            -0.494916            -0.495069          0.000363786
          16            -0.495628            -0.495104          0.000342724
          17            -0.494372            -0.495061          0.000325256
          18            -0.495516            -0.495086          0.000308168
          19            -0.495748            -0.495121          0.000293912
          20            -0.493648            -0.495047          0.000288294
          21            -0.495284            -0.495058          0.000274787
          22            -0.496376            -0.495118          0.000268743
          23            -0.495228            -0.495123          0.000257101
          24            -0.495108            -0.495123          0.000246389
          25            -0.495768            -0.495148          0.000237882
          26            -0.495928            -0.495178          0.000230616
          27            -0.493156            -0.495103          0.000233921
          28            -0.496268            -0.495145          0.000229235
          29             -0.49452            -0.495123          0.000222341
          30            -0.493532             -0.49507          0.000221168
          31            -0.497808            -0.495159          0.000230992
          32            -0.494964            -0.495153          0.000223853
          33            -0.494456            -0.495132          0.000218063
          34            -0.494596            -0.495116          0.000212218
          35            -0.494968            -0.495112          0.000206196
          36            -0.495416             -0.49512          0.000200642
          37            -0.493992             -0.49509          0.000197522
          38            -0.495244            -0.495094          0.000192366
          39            -0.495748             -0.49511          0.000188164
          40            -0.496552            -0.495146          0.000186879
